partnerid,MaxSameIpCount,NoOfUniqueIp,IpClickRatio,IpVariance,MaxSameAgentCount,NoOfUniqueAgent,AgentClickRatio,AgentVariance,MaxSameCidCount,NoOfUniqueCid,CidClickRatio,CidVariance,MaxSameCntrCount,NoOfUniqueCntr,CntrClickRatio,CntrVariance,TotalClicks,NoOfUniqueReferer,RefererClickRatio,NonRefererClickRatio,AvgClickPer1Min,AvgClickPer5Min,AvgClickPer3Hr,AvgClickPer6Hr,MaxClickPer1Min,MaxClickPer5Min,MaxClickPer3Hr,MaxClickPer6Hr,TimeatVariance1Min,TimeatVariance5Min,TimeatVariance3Hr,TimeatVariance6Hr,Skew1Min,Skew5Min,Skew3Hr,Skew6Hr,EntropyIplong,EntropyCid,EntropyAgent,EntropyCntr,CategoryPrior,status
8iiy4,160,338,0.59,75,54,166,0.29,36.1,49,133,0.23,70.58,390,42,0.07,3491.58,569,60,0.11,0.89,1.1,1.49,22.76,43.77,3,7,55,73,0.12,0.66,122.02,341.56,3.46,2.22,0.98,-0.43,6.76,5.67,6.31,2.28,569,OK
8iiyk,19,22,0.51,13.95,10,24,0.56,3.41,11,27,0.63,4.02,20,12,0.28,29.24,43,23,0.53,0.47,1.08,1.23,2.39,3.58,2,5,7,9,0.07,0.58,3.02,6.08,3.23,3.9,1.36,0.85,3.41,4.17,4.14,2.55,43,OK
8ij00,1,3,1,0,2,2,0.67,0.25,2,2,0.67,0.25,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,0.92,0.92,0.92,3,OK
8ij02,3,12,0.71,0.58,3,11,0.65,0.61,3,12,0.71,0.41,17,1,0.06,0,17,15,0.88,0.12,1.06,1.13,1.89,2.13,2,3,6,7,0.06,0.25,2.32,3.61,3.61,3.47,2.07,2.01,3.41,3.45,3.29,0,17,OK
8ij0g,3065,4616,0.49,2048.54,1447,627,0.07,4775.35,582,506,0.05,1784.53,6729,98,0.01,456840.76,9359,2214,0.24,0.76,2.63,10.87,374.36,719.92,15,48,830,1305,3.15,45.05,30627.27,110371.92,1.76,1.88,1.01,0.01,8.71,7.35,6.72,2.26,9359,OK
8ij0y,62,17,0.2,203.52,35,33,0.38,33.69,87,1,0.01,0,87,1,0.01,0,87,2,0.02,0.98,1.24,1.58,4.58,7.25,3,10,38,40,0.27,2.9,64.88,106.69,2.07,3.5,3.73,2.59,1.93,0,3.82,0,87,OK
8ij1v,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ij22,16,7,0.3,27.06,15,6,0.26,25.47,4,10,0.43,1.01,23,1,0.04,0,23,10,0.43,0.57,1.05,1.21,2.3,3.29,2,3,4,7,0.04,0.27,1.41,3.35,4.36,2.44,0.12,0.83,1.65,3.17,1.68,0,23,OK
8ij28,1,3,1,0,2,2,0.67,0.25,1,3,1,0,2,2,0.67,0.25,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,0.92,0.92,3,OK
8ij2q,56,122,0.62,24.71,13,96,0.49,3.51,115,51,0.26,251.1,70,37,0.19,138.81,197,90,0.46,0.54,1.05,1.16,7.88,15.15,4,4,17,27,0.08,0.25,12.11,43.82,7.62,3.64,0.43,-0.14,5.74,3.12,6.16,3.71,197,OK
8ij2z,16,45,0.6,7.82,30,21,0.28,36.82,13,27,0.36,6.69,74,2,0.03,1332.25,75,10,0.13,0.87,1.03,1.1,3.57,6.82,2,2,14,18,0.03,0.09,9.48,22.33,5.79,2.61,1.89,0.99,4.65,4.29,3.42,0.1,75,OK
8ij34,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8ij3p,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,OK
8ij42,199,407,0.59,96.37,77,175,0.25,55.7,58,175,0.25,67.39,420,47,0.07,3695.7,695,69,0.1,0.9,1.14,1.64,27.8,53.46,4,6,68,95,0.18,0.91,184.32,533.63,3.17,1.72,0.86,-0.31,6.94,6.09,6.34,2.63,695,OK
8ij4e,5,1,0.2,0,2,4,0.8,0.19,2,4,0.8,0.19,2,3,0.6,0.22,5,1,0.2,0.8,1.25,1.25,1.67,1.67,2,2,2,2,0.19,0.19,0.22,0.22,1.15,1.15,-0.71,-0.71,0,1.92,1.92,1.52,5,OK
8ij4s,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ij4w,3,4,0.67,0.75,3,4,0.67,0.75,2,4,0.67,0.25,3,3,0.5,0.67,6,1,0.17,0.83,1,1,1.2,1.5,1,1,2,2,0,0,0.16,0.25,0,0,1.5,0,1.79,1.92,1.79,1.46,6,OK
8ij4y,50,91,0.63,26.09,113,2,0.01,1681,35,18,0.13,108.11,39,38,0.26,40.38,144,2,0.01,0.99,1.06,1.27,7.2,12,3,5,25,38,0.07,0.45,53.16,172.33,4.87,3,0.98,0.87,5.15,3.19,0.75,4.28,144,OK
8ij4z,6,4,0.44,4.69,3,6,0.67,0.58,3,6,0.67,0.58,2,6,0.67,0.25,9,1,0.11,0.89,1,1,1.13,1.5,1,1,2,2,0,0,0.11,0.25,0,0,2.27,0,1.45,2.42,2.42,2.5,9,OK
8ij59,458,312,0.4,667.18,587,3,0,59454.89,124,43,0.05,926.01,159,49,0.06,1031.75,782,3,0,1,1.16,1.83,31.28,60.15,5,8,97,171,0.22,1.42,661.48,2274.59,3.61,1.78,0.93,0.82,4.4,4,0.82,3.92,782,OK
8ij5w,91,4,0.02,595.25,48,14,0.06,137.43,36,17,0.07,86.59,147,2,0.01,784,238,22,0.09,0.91,2.18,3.72,19.83,29.75,9,12,48,58,3.25,9.3,164.64,293.94,1.89,1.16,0.7,0.22,1.87,3.76,3.5,0.96,238,OK
8ij62,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ij63,2,11,0.92,0.08,2,10,0.83,0.16,6,7,0.58,3.06,11,2,0.17,25,12,6,0.5,0.5,1.09,1.2,1.71,2,2,3,5,6,0.08,0.36,1.92,3.33,2.85,2.67,1.81,1.64,3.42,2.29,3.25,0.41,12,OK
8ij6x,8,6,0.46,6.81,3,10,0.77,0.41,2,12,0.92,0.08,11,3,0.23,22.22,13,9,0.69,0.31,1,1,1.3,1.44,1,1,3,4,0,0,0.41,0.91,0,0,1.92,2.07,1.85,3.55,3.18,0.77,13,OK
8ij77,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ij7g,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ij8t,3,1,0.33,0,3,1,0.33,0,2,2,0.67,0.25,3,1,0.33,0,3,1,0.33,0.67,1,1.5,3,3,1,2,3,3,0,0.25,0,0,0,0,0,0,0,0.92,0,0,3,OK
8ij92,269,473,0.57,151.93,107,195,0.23,81.6,56,176,0.21,104.74,501,48,0.06,5120.91,836,110,0.13,0.87,1.18,1.81,33.44,64.31,7,15,72,101,0.32,1.97,300.81,794.67,4.44,4.24,0.65,-0.51,6.82,5.91,6.41,2.72,836,OK
8ij9m,162,197,0.5,131.25,36,145,0.37,14.85,260,90,0.23,735.01,144,41,0.1,589.56,394,42,0.11,0.89,1.08,1.36,15.76,30.31,3,5,46,62,0.1,0.54,82.74,222.21,4.3,2.42,1.48,0.28,5.36,3.06,6.41,3.53,394,OK
8ijat,4,11,0.48,1.17,5,9,0.39,2.02,3,16,0.7,0.37,23,1,0.04,0,23,15,0.65,0.35,1.21,1.44,2.3,3.29,2,2,5,7,0.17,0.25,1.81,3.92,1.42,0.25,0.68,0.6,3.27,3.88,2.94,0,23,OK
8ijb4,4,11,0.79,0.74,2,11,0.79,0.2,4,9,0.64,0.91,3,9,0.64,0.47,14,13,0.93,0.07,1,1,1.75,2.33,1,1,4,5,0,0,0.94,1.56,0,0,1.34,1.41,3.24,2.95,3.38,3.04,14,OK
8ijb7,10,19,0.66,4.04,3,22,0.76,0.31,9,16,0.55,3.78,5,16,0.55,1.28,29,22,0.76,0.24,1,1.04,2.07,2.9,1,2,5,7,0,0.03,1.49,4.09,0,5,1.04,0.93,3.64,3.5,4.35,3.77,29,OK
8ijb8,3635,1864,0.29,7093.91,589,703,0.11,1066.43,1027,128,0.02,23362.67,1000,99,0.02,25012.09,6480,4569,0.71,0.29,2.15,7.84,259.2,498.46,9,26,516,940,1.67,21.99,16524.08,59754.56,1.31,0.67,-0.1,-0.27,5.39,4.56,7.4,4.67,6480,OK
8ijba,3437,1322,0.23,8944.08,968,388,0.07,2995.87,848,136,0.02,13773.6,854,99,0.02,19345.8,5730,23,0,1,2,7.09,229.2,440.77,10,24,533,927,1.56,20.17,16751.68,66349.87,1.52,0.97,0.39,0.29,4.74,4.75,6.53,4.72,5730,OK
8ijbf,703,797,0.42,622.75,126,397,0.21,110.04,647,50,0.03,14174.23,361,72,0.04,2609.19,1904,1404,0.74,0.26,1.7,3.93,76.16,146.46,9,24,374,494,1.23,16.84,11398.93,28380.4,2.02,1.89,1.62,1.09,6.63,2.95,7.33,4.79,1904,OK
8ijcm,62,67,0.46,55.59,13,82,0.56,3.34,9,86,0.59,2.46,24,25,0.17,34.91,147,34,0.23,0.77,1.12,1.28,6.13,12.25,4,6,24,30,0.23,0.76,22.53,53.52,4.5,3.78,2.19,0.98,4.29,6.03,5.92,4.03,147,OK
8ijd3,6,12,0.6,2.06,9,7,0.35,7.55,11,9,0.45,9.73,17,4,0.2,48,20,3,0.15,0.85,1.05,1.05,1.67,2.22,2,2,4,5,0.05,0.05,0.72,1.95,4.01,4.01,1.51,0.82,3.21,2.32,2.26,0.85,20,OK
8ijdf,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ije6,3,5,0.71,0.64,2,6,0.86,0.14,1,7,1,0,5,3,0.43,3.56,7,4,0.57,0.43,1,1,1,1.17,1,1,1,2,0,0,0,0.14,0,0,0,1.79,2.13,2.81,2.52,1.15,7,OK
8ijed,2,1,0.5,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,OK
8ijei,6,12,0.67,1.92,7,5,0.28,6.24,4,11,0.61,0.78,8,3,0.17,2.67,18,7,0.39,0.61,1.06,1.2,2.25,3,2,2,4,5,0.06,0.16,0.69,2,3.75,1.5,0.82,0,3.2,3.28,1.95,1.53,18,OK
8ijeq,2,3,0.75,0.22,2,3,0.75,0.22,1,4,1,0,3,2,0.5,1,4,4,1,0,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,1.5,2,1.5,0.81,4,OK
8ijf6,3,4,0.67,0.75,1,6,1,0,1,6,1,0,2,5,0.83,0.16,6,4,0.67,0.33,1,1,1.2,1.2,1,1,2,2,0,0,0.16,0.16,0,0,1.5,1.5,1.79,2.58,2.58,2.25,6,OK
8ijfb,81,85,0.46,74.4,18,104,0.57,4.33,9,119,0.65,1.42,78,31,0.17,200.45,184,48,0.26,0.74,1.07,1.24,8,15.33,3,5,16,26,0.09,0.32,10.7,40.06,4.61,3.12,0.83,-0.11,4.49,6.61,6.21,3.3,184,OK
8ijfd,79,186,0.6,32.84,46,99,0.32,36.51,15,120,0.39,5.96,294,8,0.03,9304.86,311,129,0.41,0.59,1.1,1.39,12.44,23.92,3,6,42,46,0.13,0.67,79.29,128.22,3.7,2.6,1.86,0.5,6.32,6.43,5.54,0.42,311,OK
8ijfl,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ijgn,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8ijj1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ijjb,2,4,0.8,0.19,1,5,1,0,1,5,1,0,3,3,0.6,0.89,5,4,0.8,0.2,1,1,1.67,2.5,1,1,3,4,0,0,0.89,2.25,0,0,0.71,0,1.92,2.32,2.32,1.37,5,OK
8ijlc,2,3,0.75,0.22,3,2,0.5,1,1,4,1,0,2,3,0.75,0.22,4,4,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.5,2,0.81,1.5,4,OK
8ijmb,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ijod,16,37,0.67,5.93,7,39,0.71,1.22,4,39,0.71,0.65,11,20,0.36,7.99,55,39,0.71,0.29,1.02,1.1,2.39,4.58,2,4,8,12,0.02,0.21,2.59,7.08,7.14,5.36,1.8,1.67,4.51,5.1,5.01,3.75,55,OK
8ijq9,10,9,0.5,8,6,10,0.56,2.36,2,15,0.83,0.16,5,7,0.39,1.96,18,11,0.61,0.39,1,1,1.29,1.64,1,1,3,4,0,0,0.35,0.78,0,0,1.93,1.57,2.32,3.84,2.93,2.59,18,OK
8ijql,43,26,0.29,64.4,33,12,0.13,96.74,59,15,0.16,204.73,59,5,0.05,446.16,91,1,0.01,0.99,1.25,1.36,4.14,7.58,2,4,11,21,0.19,0.44,9.39,29.41,1.18,2.22,0.9,1.39,3.28,2.1,2.65,1.5,91,Observation
8ijqm,2,2,0.67,0.25,1,3,1,0,1,3,1,0,3,1,0.33,0,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.92,1.58,1.58,0,3,OK
8ijqn,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ijqw,4,2,0.29,0.25,2,4,0.57,0.19,2,6,0.86,0.14,3,4,0.57,0.69,7,1,0.14,0.86,1.17,1.17,1.75,1.75,2,2,3,3,0.14,0.14,0.69,0.69,1.79,1.79,0.49,0.49,0.99,2.52,1.95,1.84,7,OK
8ijro,19,20,0.53,15.39,5,22,0.58,1.47,10,17,0.45,5.59,16,9,0.24,25.51,38,1,0.03,0.97,1.03,1.12,5.43,9.5,2,3,9,18,0.03,0.16,11.67,50.25,5.83,3.58,-0.11,0.06,3.12,3.52,4.18,2.33,38,OK
8ijs4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ijsn,4,6,0.6,1.22,2,8,0.8,0.19,2,9,0.9,0.1,8,3,0.3,10.89,10,2,0.2,0.8,1,1.11,1.25,1.67,1,2,2,2,0,0.1,0.19,0.22,0,2.47,1.15,-0.71,2.32,3.12,2.92,0.92,10,OK
8ijsu,1,5,1,0,1,5,1,0,1,5,1,0,4,2,0.4,2.25,5,2,0.4,0.6,1,1,1.25,1.67,1,1,2,2,0,0,0.19,0.22,0,0,1.15,-0.71,2.32,2.32,2.32,0.72,5,OK
8ijtd,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,OK
8ijub,6,14,0.74,1.66,2,18,0.95,0.05,12,8,0.42,13.23,11,6,0.32,13.47,19,6,0.32,0.68,1,1.06,1.9,2.71,1,2,4,5,0,0.05,1.49,2.2,0,3.88,0.85,0.24,3.43,1.98,4.14,1.82,19,OK
8ijva,1,4,1,0,1,4,1,0,3,2,0.5,1,3,2,0.5,1,4,4,1,0,1,1,1.33,2,1,1,2,3,0,0,0.22,1,0,0,0.71,0,2,0.81,2,0.81,4,OK
8ijw3,23,20,0.47,22.93,5,31,0.72,0.69,4,35,0.81,0.35,24,13,0.3,35.91,43,30,0.7,0.3,1.05,1.19,2.05,3.58,2,3,6,7,0.05,0.21,1.66,3.41,4.19,2.35,1.51,0.23,2.96,5.01,4.77,2.54,43,OK
8ijwf,2,3,0.75,0.22,1,4,1,0,1,4,1,0,4,1,0.25,0,4,4,1,0,1,1,1,1.33,1,1,1,2,0,0,0,0.22,0,0,0,0.71,1.5,2,2,0,4,OK
8ijx4,5,6,0.6,2.22,1,10,1,0,10,1,0.1,0,3,7,0.7,0.53,10,7,0.7,0.3,1.11,1.11,1.11,1.11,2,2,2,2,0.1,0.1,0.1,0.1,2.47,2.47,2.47,2.47,2.16,0,3.32,2.65,10,OK
8ijy9,35,9,0.2,112.67,11,7,0.16,11.67,6,22,0.49,1.86,31,6,0.13,115.25,45,1,0.02,0.98,1.05,1.13,2.25,3.46,2,2,4,6,0.04,0.11,1.09,3.02,4.31,2.27,0.02,-0.11,1.41,4.18,2.58,1.46,45,OK
8ijyd,141,165,0.48,118.38,19,122,0.36,9.19,24,112,0.33,12.66,319,16,0.05,5905.86,342,147,0.43,0.57,1.09,1.37,14.25,28.5,4,5,37,47,0.1,0.51,78.02,119.58,4.48,2.53,0.95,0.11,5.2,6.18,6.35,0.61,342,OK
8ijzd,623,445,0.38,867.29,211,188,0.16,282.27,174,72,0.06,931.19,179,66,0.06,1097.4,1156,8,0.01,0.99,1.23,2.21,46.24,88.92,7,11,168,230,0.3,2.59,1334.58,4194.69,3.56,1.95,1.43,0.67,4.99,4.63,6.07,4.53,1156,Observation
8ijze,25,82,0.73,7.06,61,3,0.03,402.89,30,19,0.17,59,23,18,0.16,47.53,113,2,0.02,0.98,1.05,1.15,5.14,9.42,3,3,16,31,0.06,0.15,18.39,69.58,5.93,2.44,1.56,1.57,5.64,3.39,1.35,3.44,113,OK
8ijzf,1,9,1,0,5,3,0.33,2.67,2,7,0.78,0.2,2,7,0.78,0.2,9,1,0.11,0.89,1,1,1.29,1.8,1,1,2,3,0,0,0.2,0.56,0,0,0.95,0.34,3.17,2.73,1.35,2.73,9,OK
8ijzi,295,152,0.27,563.87,63,129,0.23,50.35,106,82,0.15,221.07,420,14,0.03,11284.71,560,373,0.67,0.33,1.79,3.5,22.4,43.08,6,18,202,237,1.36,18.36,2300.72,5913.3,1.59,1.6,2.72,1.92,4.27,4.71,6.1,1.49,560,OK
8ijzj,455,351,0.38,586.27,173,114,0.12,402.34,423,64,0.07,2871.63,410,58,0.06,2933.08,917,3,0,1,1.16,1.77,36.68,70.54,3,6,73,126,0.17,1.05,340.54,1293.79,2.64,1.51,0.28,-0.03,5.11,3.41,5.22,3.56,917,Fraud
8ijzx,787,436,0.11,2086.27,306,376,0.09,1033.89,1293,95,0.02,26417.79,2783,15,0,475825.96,4145,2153,0.52,0.48,2.16,6.02,165.8,318.85,10,31,637,866,2.35,36.87,31617.36,89973.36,1.58,1.41,1.48,0.98,6.24,3.47,6.56,1.63,4145,OK
8ik0f,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,3,3,1,0,1,1,1.5,3,1,1,2,3,0,0,0.25,0,0,0,0,0,1.58,1.58,1.58,1.58,3,OK
8ik0g,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,OK
8ik0y,13,3,0.19,29.56,13,3,0.19,29.56,2,14,0.88,0.12,16,1,0.06,0,16,1,0.06,0.94,2.67,4,5.33,5.33,6,7,13,13,3.22,6.5,29.56,29.56,0.85,0,0.69,0.69,0.87,3.75,0.87,0,16,OK
8ik15,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ik16,3,6,0.67,0.58,2,7,0.78,0.2,3,6,0.67,0.58,9,1,0.11,0,9,5,0.56,0.44,1,1,1.13,1.5,1,1,2,2,0,0,0.11,0.25,0,0,2.27,0,2.42,2.42,2.73,0,9,OK
8ik1o,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ik1t,3,6,0.75,0.56,2,6,0.75,0.22,5,4,0.5,3,3,4,0.5,0.5,8,7,0.88,0.13,1,1,1.14,1.33,1,1,2,2,0,0,0.12,0.22,0,0,2.04,0.71,2.41,1.55,2.5,1.91,8,OK
8ik2b,16,18,0.46,11.58,8,23,0.59,2.3,10,24,0.62,3.32,16,8,0.21,29.11,39,30,0.77,0.23,1.08,1.08,2.29,3.25,3,3,8,10,0.13,0.13,3.03,5.85,4.52,4.52,2.02,1.68,3.32,4.11,4.15,2.27,39,OK
8ik2u,9,15,0.63,3.97,5,19,0.79,0.83,2,23,0.96,0.04,13,12,0.5,11,24,13,0.54,0.46,1,1.04,1.71,2.67,1,2,5,6,0,0.04,1.92,2.89,0,4.48,1.81,0.8,3.31,4.5,4.02,2.58,24,OK
8ik4w,3,15,0.79,0.46,4,14,0.74,0.8,18,2,0.11,72.25,6,10,0.53,2.69,19,2,0.11,0.89,1,1.06,1.46,1.9,1,2,3,4,0,0.05,0.4,1.09,0,3.88,1.05,0.73,3.75,0.3,3.58,2.91,19,OK
8ik58,2331,3471,0.41,1591.02,851,650,0.08,2133.52,351,467,0.06,1896.21,4496,91,0.01,226530.5,8434,2666,0.32,0.68,2.48,9.81,337.36,648.77,11,38,781,1347,2.75,41.91,34996.55,122187.72,1.53,1.36,1,0.46,8.63,6.97,7.22,3.14,8434,OK
8ik59,8,31,0.7,2.24,10,26,0.59,3.52,4,29,0.66,0.8,32,10,0.23,85.04,44,35,0.8,0.2,1.05,1.13,2.59,4,2,4,8,10,0.05,0.27,5.3,10.36,4.25,4.67,1.43,0.83,4.52,4.65,4.2,1.67,44,OK
8ik67,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ik6c,5,8,0.62,1.73,2,11,0.85,0.15,3,8,0.62,0.73,13,1,0.08,0,13,2,0.15,0.85,1,1,1.3,1.44,1,1,3,3,0,0,0.41,0.47,0,0,1.92,1.24,2.65,2.82,3.39,0,13,OK
8ik6x,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ik7d,48,99,0.58,22.3,14,60,0.35,9.24,16,65,0.38,7.13,167,3,0.02,6086.89,170,64,0.38,0.62,1.04,1.26,6.8,13.08,2,4,15,23,0.04,0.34,15.36,39.46,4.51,2.35,0.54,-0.08,5.5,5.51,5.29,0.14,170,OK
8ik7m,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ik7q,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ik9c,5,2,0.29,2.25,5,2,0.29,2.25,3,3,0.43,0.22,5,2,0.29,2.25,7,1,0.14,0.86,1.17,1.4,1.75,2.33,2,2,2,3,0.14,0.24,0.19,0.22,1.79,0.41,-1.15,0.71,0.86,1.56,0.86,0.86,7,OK
8ik9l,4,1,0.25,0,2,3,0.75,0.22,1,4,1,0,1,4,1,0,4,2,0.5,0.5,1,1,1,1.33,1,1,1,2,0,0,0,0.22,0,0,0,0.71,0,2,1.5,2,4,OK
8ik9s,5,4,0.5,3,1,8,1,0,1,8,1,0,3,3,0.38,0.22,8,7,0.88,0.13,1,1,1.33,1.6,1,1,2,3,0,0,0.22,0.64,0,0,0.71,0.84,1.55,3,3,1.56,8,OK
8ik9t,12,67,0.8,1.92,49,2,0.02,49,64,7,0.08,458.57,71,3,0.04,932.67,84,2,0.02,0.98,1.05,1.38,8.4,12,2,5,27,51,0.05,0.63,88.44,276,4.13,2.58,1.04,1.72,5.71,1.3,0.98,0.74,84,OK
8ika3,7,7,0.5,4.29,5,5,0.36,2.16,5,7,0.5,2.57,13,2,0.14,36,14,4,0.29,0.71,1,1,1.4,2,1,1,3,5,0,0,0.44,1.71,0,0,1.4,1.53,2.26,2.41,2.12,0.37,14,OK
8ikah,136,221,0.35,86.09,56,139,0.22,66.23,94,73,0.11,331.06,502,5,0.01,37354,635,236,0.37,0.63,1.3,2.18,25.4,48.85,5,13,133,161,0.4,3.5,1108.56,2721.67,2.52,2.13,2.12,1.3,6.45,4.69,5.99,0.83,635,OK
8ikap,1,3,1,0,1,3,1,0,1,3,1,0,3,1,0.33,0,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0,3,OK
8ikaq,3,2,0.5,1,1,4,1,0,1,4,1,0,1,4,1,0,4,3,0.75,0.25,1,1,1,1.33,1,1,1,2,0,0,0,0.22,0,0,0,0.71,0.81,2,2,2,4,OK
8ikb5,72,25,0.25,192.84,23,41,0.41,13.81,12,28,0.28,6.95,101,1,0.01,0,101,38,0.38,0.62,1.09,1.17,4.39,7.77,3,5,9,14,0.1,0.33,5.46,14.18,3.92,4.4,0.24,0,2.14,4.47,4.57,0,101,OK
8ikba,15,16,0.52,11.43,7,18,0.58,2.31,4,20,0.65,0.75,31,1,0.03,0,31,17,0.55,0.45,1,1.07,2.07,2.82,1,2,6,6,0,0.06,2.33,2.88,0,3.4,1.46,0.4,3,4.13,3.78,0,31,OK
8ikc8,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ikdj,8,10,0.45,4.36,3,14,0.64,0.67,10,10,0.45,7.16,13,7,0.32,16.69,22,1,0.05,0.95,1.05,1.05,3.14,5.5,2,2,8,10,0.05,0.05,5.55,13.25,4.25,4.25,1.07,0,2.85,2.64,3.63,1.97,22,OK
8ikdw,8,29,0.74,1.88,6,26,0.67,1.56,3,28,0.72,0.45,26,8,0.21,64.36,39,28,0.72,0.28,1,1.03,3,3.9,1,2,10,17,0,0.03,7.08,20.69,0,5.92,1.52,2.3,4.46,4.66,4.36,1.81,39,OK
8ike2,7,10,0.59,3.21,2,15,0.88,0.12,11,7,0.41,12.24,12,5,0.29,18.64,17,11,0.65,0.35,1,1,1.55,2.43,1,1,4,5,0,0,0.79,1.67,0,0,1.79,0.75,2.81,1.85,3.85,1.44,17,OK
8ikf1,6,22,0.69,1.25,7,18,0.56,2.17,13,14,0.44,9.2,32,1,0.03,0,32,4,0.13,0.88,1,1.07,2,3.2,1,2,5,5,0,0.06,1.38,1.36,0,3.47,1.16,-0.02,4.18,3.1,3.82,0,32,OK
8ikfo,10,4,0.25,12.5,10,2,0.13,4,5,8,0.5,2.25,15,2,0.13,49,16,1,0.06,0.94,4,5.33,16,16,10,10,16,16,12.5,11.56,0,0,1.02,0.53,0,0,1.5,2.65,0.95,0.34,16,OK
