"partnerid","EntropyIplong","EntropyCid","EntropyAgent","EntropyCntr","status"
"8kvs9","1.30","1.77","0.47","1.30","OK"
"8kvsu","3.77","2.94","3.62","0.71","OK"
"8kvtr","0.00","0.00","1.00","1.00","OK"
"8kvtw","0.00","0.00","0.00","0.00","OK"
"8kvty","7.28","3.40","6.49","3.02","OK"
"8kvu3","0.00","0.00","0.00","0.00","OK"
"8kvu7","1.36","1.36","2.37","2.52","OK"
"8kvug","1.26","3.72","1.27","0.57","OK"
"8kvuh","3.95","4.16","4.32","1.94","OK"
"8kvv2","5.57","4.88","6.03","0.69","Observation"
"8kvv3","1.00","2.00","1.00","0.00","OK"
"8kvv4","6.46","4.20","6.31","2.42","OK"
"8kvv6","8.59","4.97","5.19","0.21","OK"
"8kvv7","5.64","4.24","4.20","0.21","OK"
"8kvv8","0.00","0.00","0.00","0.00","OK"
"8kvvd","7.66","4.77","5.22","0.33","OK"
"8kvvh","6.88","4.17","4.81","0.19","Observation"
"8kvxs","0.00","0.00","0.00","0.00","OK"
"8kvy3","0.00","1.58","0.00","0.00","OK"
"8kvyf","3.14","3.34","4.19","2.00","OK"
"8kvyo","7.00","1.69","6.62","3.45","OK"
"8kvyr","4.14","4.68","4.79","2.19","OK"
"8kvzp","1.00","1.00","1.00","0.00","OK"
"8kw03","2.00","1.00","0.00","0.00","OK"
"8kw0f","3.51","4.95","5.96","2.65","Observation"
"8kw0n","1.95","1.95","2.86","0.65","OK"
"8kw15","0.95","2.75","0.00","1.56","OK"
"8kw19","6.84","1.51","6.30","2.81","OK"
"8kw1q","1.72","3.14","3.72","1.58","OK"
"8kw28","1.00","1.00","1.00","1.00","OK"
"8kw2n","0.00","0.00","0.00","0.00","OK"
"8kw39","0.00","0.00","0.00","0.00","OK"
"8kw3g","7.96","7.10","6.20","1.65","OK"
"8kw4u","0.81","0.81","1.50","0.00","OK"
"8kw4v","9.16","4.32","2.06","3.05","Fraud"
"8kw4x","3.02","3.08","2.92","1.58","OK"
"8kw4z","2.50","4.39","2.08","1.23","OK"
"8kw53","2.13","2.81","2.13","0.00","OK"
"8kw5p","1.00","1.00","0.00","0.00","OK"
"8kw5u","3.31","2.46","2.56","0.06","Fraud"
"8kw6d","1.52","1.92","1.52","0.72","OK"
"8kw70","1.58","1.58","1.58","0.00","OK"
"8kwzo","0.58","3.38","1.50","0.58","OK"
"8kwzv","5.25","4.40","4.79","0.00","OK"
"8kwzx","0.65","4.47","0.65","0.72","Fraud"
"8kwzy","2.08","3.08","2.06","1.76","OK"
"8kx0a","0.00","0.00","0.00","0.00","OK"
"8kx0h","1.06","2.16","0.00","1.06","OK"
"8kx0o","2.56","3.10","4.11","2.09","OK"
"8kx0y","5.70","3.71","0.66","0.66","OK"
"8kx17","0.92","0.00","1.58","0.00","OK"
"8kx19","2.77","4.53","4.05","0.49","OK"
"8kx1q","0.00","0.00","0.00","0.00","OK"
"8kx1z","0.00","0.00","0.00","0.00","Observation"
"8kx21","0.00","0.00","0.00","0.00","OK"
"8kx25","0.98","2.72","1.53","0.98","OK"
"8kx29","0.00","0.00","0.00","0.00","OK"
"8kx2a","0.00","0.00","0.00","0.00","OK"
"8kx2d","5.41","5.08","5.11","2.34","Fraud"
"8kx2g","0.00","0.00","0.00","0.00","OK"
"8kx2r","1.66","2.52","1.84","0.86","OK"
"8kx2u","0.38","3.83","4.71","0.89","Fraud"
"8kx2w","0.14","3.84","0.14","0.00","OK"
"8kx31","8.87","6.57","5.23","0.16","OK"
"8kx33","0.00","0.00","0.92","0.00","OK"
"8kx37","3.84","0.00","4.62","2.54","OK"
"8kx3a","1.47","0.00","3.07","0.00","OK"
"8kx3b","1.92","1.92","0.72","0.00","OK"
"8kx3c","0.00","3.37","0.00","0.00","OK"
"8kx3f","3.57","3.71","3.67","2.33","OK"
"8kx3i","0.00","3.28","0.00","0.00","OK"
"8kx3q","5.41","5.38","5.85","1.80","OK"
"8kx3r","0.00","0.00","0.92","0.00","OK"
"8kx47","0.00","0.00","0.00","0.00","OK"
"8kx4j","0.92","0.92","0.92","0.92","OK"
"8kx5a","0.00","3.25","0.10","0.07","OK"
"8kx5c","2.75","4.04","3.62","2.35","OK"
"8kx5g","4.18","2.31","3.89","1.00","OK"
"8kx5q","0.00","0.00","0.00","0.00","Observation"
"8kx6b","0.00","0.00","0.00","0.00","Observation"
"8kx86","0.00","1.00","0.00","0.00","Observation"
"8kxdu","2.32","3.55","3.68","0.00","OK"
"8kxe3","1.50","2.00","2.00","2.00","OK"
"8kxee","5.27","5.48","6.07","0.56","OK"
"8kxef","0.00","0.00","0.00","0.00","OK"
"8kxel","3.32","2.92","0.00","0.00","Fraud"
"8kxem","3.46","3.28","0.00","0.00","Fraud"
"8kxep","4.25","3.33","0.00","0.00","OK"
"8kxer","3.94","3.44","4.61","2.02","OK"
"8kxev","0.00","0.00","1.00","0.00","OK"
"8kxew","1.00","1.00","1.00","0.00","OK"
"8kxez","0.00","0.00","0.00","0.00","OK"
"8kxf2","0.00","2.80","0.00","0.00","OK"
"8kxf4","4.68","3.19","5.14","3.60","OK"
"8kxfb","4.84","4.92","4.99","2.81","OK"
"8kxfu","0.00","0.00","0.00","0.00","OK"
"8kxgk","1.79","2.25","1.46","1.46","OK"
"8kxgm","1.90","3.65","1.37","1.90","OK"
"8kxgs","1.55","4.18","3.61","0.67","Fraud"
"8kxgt","1.84","3.82","3.26","0.52","OK"
"8kxgu","6.65","1.12","5.91","0.30","OK"
"8kxgv","2.19","4.29","3.17","0.95","Fraud"
"8kxgy","0.37","1.43","0.00","0.00","OK"
"8kxhd","0.00","0.00","0.00","0.00","OK"
"8kxhn","3.34","4.02","3.88","3.48","OK"
"8kxhp","1.00","1.00","1.00","1.00","OK"
"8kxhq","0.00","2.63","0.00","0.00","OK"
"8kxij","0.00","2.89","0.00","0.00","Fraud"
"8kxik","0.72","2.32","1.37","0.72","OK"
"8kxim","0.00","0.00","0.00","0.00","OK"
"8kxj4","1.66","2.81","2.13","0.00","OK"
"8kxj8","5.78","3.91","0.68","0.68","OK"
"8kxjw","3.61","4.25","3.92","1.84","OK"
"8kxjy","4.59","4.22","5.45","2.54","OK"
"8kxkx","1.32","1.63","1.67","1.07","Observation"
"8kxl2","0.00","0.00","0.00","0.00","OK"
"8kxl3","3.29","3.59","1.30","0.73","Fraud"
"8kxla","3.87","5.39","4.69","1.99","OK"
"8kxlk","7.25","5.42","6.61","3.04","OK"
"8kxll","4.68","5.71","7.41","3.04","OK"
"8kxlo","3.42","1.38","4.56","2.58","OK"
"8kxlp","2.28","2.32","2.97","1.67","OK"
"8kxlq","3.75","5.99","5.16","3.44","OK"
"8kxlr","7.43","5.57","6.75","2.81","OK"
"8kxlt","0.33","3.22","0.31","0.28","OK"
"8kxlv","1.52","2.06","2.16","1.63","Fraud"
"8kxly","0.25","3.34","0.32","0.28","Fraud"
"8kxm0","1.90","3.53","1.40","1.90","OK"
"8kxm9","0.83","4.19","0.51","0.49","OK"
"8kxmh","2.65","2.25","5.37","3.01","Fraud"
"8kxml","1.89","3.58","1.36","1.89","OK"
"8kxmm","0.00","0.00","0.00","0.00","OK"
"8kxmo","2.29","3.58","3.08","3.02","OK"
"8kxn2","0.00","0.00","0.00","0.00","OK"
"8kxn5","3.49","2.98","1.72","0.84","OK"
"8kxnk","1.84","3.17","0.76","0.76","OK"
"8kxnl","0.00","2.23","0.00","0.00","OK"
"8kxnm","1.46","3.65","1.03","0.86","Fraud"
"8kxnn","0.93","4.36","0.67","0.67","Observation"
"8kxnw","6.02","2.79","5.19","1.45","OK"
"8kxo5","0.00","0.00","0.00","0.00","OK"
"8kxoj","5.07","4.12","5.60","0.00","Observation"
"8kxom","0.62","4.66","3.58","1.95","OK"
"8kxor","3.25","3.42","1.04","1.04","OK"
"8kxos","0.92","1.58","1.58","0.92","OK"
"8kxox","2.40","0.87","3.10","0.87","OK"
"8kxoy","5.95","4.46","4.64","1.47","Fraud"
"8kxp5","0.00","0.00","0.00","0.00","OK"
"8kxpa","0.00","0.00","0.00","0.00","OK"
"8kxpd","3.30","2.03","4.03","2.48","OK"
"8kxpq","1.03","0.00","1.91","0.00","OK"
"8kxpv","0.00","1.96","0.00","0.00","OK"
"8kxq6","7.47","3.39","6.45","2.20","OK"
"8kxqd","0.66","2.78","3.06","0.00","OK"
"8kxqf","1.00","1.00","1.00","0.00","OK"
"8kxqj","0.89","3.81","4.46","1.20","OK"
"8kxqk","1.87","0.00","3.83","2.17","Observation"
"8kxqm","2.45","3.24","0.99","0.26","OK"
"8kxqw","3.96","4.55","5.21","3.26","OK"
"8kxr9","6.84","5.11","6.94","2.88","Observation"
"8kxrb","2.66","1.44","2.22","0.93","Observation"
"8kxrc","0.00","3.16","0.00","0.00","OK"
"8kxre","6.63","6.12","6.97","4.47","Observation"
"8kxri","4.59","5.11","4.83","1.09","OK"
"8kxrj","3.41","3.49","3.95","0.22","OK"
"8kxrs","0.62","3.21","1.53","0.62","OK"
"8kxtp","2.77","3.65","4.36","0.68","OK"
"8kxvk","5.70","5.41","5.90","1.45","OK"
"8kxxf","1.94","4.41","2.54","2.86","OK"
"8kxzn","1.00","1.00","1.00","1.00","OK"
"8kxzu","6.21","7.04","5.89","2.02","OK"
"8ky0g","0.00","0.00","0.00","0.00","OK"
"8ky0o","3.00","2.75","2.75","1.75","OK"
"8ky15","4.63","4.12","3.82","0.00","OK"
"8ky18","0.00","0.00","0.00","0.00","OK"
"8ky1v","2.32","2.92","3.12","2.16","OK"
"8ky22","1.08","3.73","3.35","0.00","OK"
"8ky2b","0.92","1.58","1.58","0.92","OK"
"8ky2f","1.15","2.81","2.81","2.24","OK"
"8ky2l","0.00","0.92","1.58","0.00","OK"
"8ky2n","0.00","1.00","1.00","1.00","OK"
"8ky46","4.67","4.50","4.93","2.21","OK"
"8ky4j","2.58","3.00","2.11","0.00","OK"
"8ky4k","2.52","4.72","4.76","2.22","OK"
"8ky4n","0.86","2.81","0.59","0.00","OK"
"8ky4r","0.00","0.00","0.00","0.00","OK"
"8ky4x","0.00","0.00","0.00","0.00","OK"
"8ky50","0.00","0.00","0.00","0.00","OK"
"8ky5c","2.17","2.39","2.28","0.35","OK"
"8ky5s","0.00","0.00","0.00","0.00","OK"
"8ky6d","1.58","0.92","0.92","0.92","OK"
"8ky6h","1.87","5.56","6.14","2.71","Fraud"
"8ky6n","1.08","5.52","5.99","2.65","Fraud"
"8ky6u","0.65","3.25","1.89","1.38","OK"
"8ky6v","1.97","4.81","0.00","2.37","OK"
"8ky77","1.00","2.00","0.00","0.00","OK"
"8ky8n","2.42","3.17","2.73","0.76","OK"
"8ky8r","1.58","1.58","1.58","0.00","OK"
"8ky93","1.92","1.92","2.32","0.97","OK"
"8ky9n","0.00","0.00","0.00","0.00","OK"
"8kyao","0.00","1.00","0.00","1.00","OK"
"8kyb9","2.81","2.81","2.81","1.84","OK"
"8kybc","0.92","1.58","1.58","0.92","OK"
"8kybl","8.94","7.12","6.05","4.01","OK"
"8kybu","0.00","0.00","0.00","0.00","OK"
"8kyc0","2.32","1.92","1.92","1.92","OK"
"8kycf","0.00","0.00","0.00","0.00","OK"
"8kycw","5.37","4.59","6.11","3.33","OK"
"8kydv","6.26","5.99","6.54","2.87","Fraud"
"8kygk","4.18","3.69","3.78","0.20","OK"
"8kygl","0.92","1.58","1.58","0.00","OK"
"8kygo","0.00","0.00","0.00","0.00","OK"
"8kygq","5.05","5.30","5.42","2.85","OK"
"8kygz","0.00","0.00","0.00","0.00","OK"
"8kyhj","0.00","0.00","0.00","0.00","OK"
"8kyiq","2.09","3.52","3.52","1.29","OK"
"8kyjt","1.90","3.58","3.25","1.21","OK"
"8kyk5","3.52","2.20","4.85","2.39","OK"
"8kyka","1.00","1.00","1.00","0.00","OK"
"8kyl4","4.38","5.02","5.24","3.35","OK"
"8kyl5","0.00","1.84","0.61","0.00","OK"
"8kyld","4.08","3.67","4.32","2.79","OK"
"8kymr","0.92","1.58","1.58","1.58","OK"
"8kynd","3.12","3.12","2.92","1.16","OK"
"8kynk","1.58","1.58","1.58","0.00","OK"
"8kyov","7.39","4.22","1.34","1.28","Fraud"
"8kyow","1.37","1.92","1.37","1.37","OK"
"8kyoy","0.00","0.00","0.00","0.00","OK"
"8kyp1","1.81","4.94","2.59","1.17","OK"
"8kyp7","1.00","1.00","0.00","0.00","OK"
"8kyp8","2.52","2.24","2.13","0.99","OK"
"8kypd","4.84","5.23","4.93","1.85","OK"
"8kypr","3.85","1.74","3.76","2.89","OK"
"8kyqu","0.00","0.00","0.00","0.00","OK"
"8kyre","1.00","1.00","1.00","1.00","OK"
"8kysj","3.25","3.08","3.42","0.00","OK"
"8kyss","1.58","0.92","0.92","0.92","OK"
"8kytg","0.00","0.00","0.00","0.00","OK"
"8kyu8","0.65","1.79","1.25","0.65","OK"
"8kyvb","6.16","5.62","7.21","3.88","OK"
"8kyvg","0.00","1.58","0.00","0.00","OK"
"8kyvt","1.00","1.00","0.00","0.00","OK"
"8kyvw","2.95","3.10","4.28","3.19","OK"
"8kyw0","2.16","2.50","2.75","0.81","OK"
"8kyw6","0.00","3.74","2.00","0.00","OK"
"8kywb","3.64","5.60","5.04","1.14","OK"
"8kywm","0.00","0.00","0.00","0.00","OK"
"8kywq","0.00","0.00","0.00","0.00","OK"
"8kywy","2.55","4.91","5.35","0.71","OK"
"8kyxs","0.00","0.00","0.00","0.00","OK"
"8kyxz","0.00","0.00","0.00","0.00","OK"
"8kyyv","3.47","3.81","3.38","2.01","OK"
"8kyz1","0.73","2.12","2.12","0.73","OK"
"8kyzp","7.16","6.07","7.39","4.87","OK"
"8kz2d","0.00","3.08","0.65","0.00","OK"
"8kz2e","0.00","0.00","0.00","0.00","OK"
"8kz2y","0.00","0.00","0.00","0.00","OK"
"8kz4p","0.00","0.00","0.00","0.00","OK"
"8kz5j","2.50","3.00","2.75","0.81","OK"
"8kz64","5.04","1.37","5.77","3.61","OK"
"8kz6l","0.00","0.00","0.00","0.00","OK"
"8kz6p","5.74","4.93","6.57","1.65","Fraud"
"8kz6r","0.00","0.00","0.00","0.00","OK"
"8kz74","1.00","1.00","1.00","1.00","OK"
"8kz7h","0.00","1.00","1.00","1.00","OK"
"8kz7i","0.00","0.00","0.00","0.00","OK"
"8kz7z","2.09","3.47","3.47","1.20","OK"
"8kz81","4.00","3.75","2.55","1.73","OK"
"8kz84","5.34","2.23","5.21","2.83","OK"
"8kz8a","4.13","0.70","4.18","1.91","OK"
"8kz9c","2.32","3.12","2.72","1.16","OK"
"8kz9e","2.95","0.99","2.11","0.92","OK"
"8kz9f","6.32","5.01","6.55","0.84","OK"
"8kz9k","0.00","0.00","0.00","0.00","OK"
"8kz9x","1.58","0.00","0.92","0.92","OK"
"8kzaf","0.00","0.00","0.00","0.00","OK"
"8kzbb","5.29","4.94","6.75","4.48","OK"
"8kzbg","3.00","0.59","3.22","1.44","OK"
"8kzd5","1.50","1.50","2.00","1.50","OK"
"8kzds","1.36","3.32","3.12","0.00","OK"
"8kzen","3.64","3.31","4.05","1.54","OK"
"8kzep","3.76","4.77","4.24","0.61","OK"
"8kzer","3.08","3.93","3.79","3.03","OK"
"8kzes","0.00","0.00","0.00","0.00","OK"
"8kzf2","1.00","1.00","1.00","0.00","OK"
"8kzf5","0.00","0.00","0.00","0.00","OK"
"8kzfo","4.26","5.22","5.34","0.77","OK"
"8kzgc","0.00","1.00","1.00","1.00","OK"
"8kzgf","0.92","1.58","1.58","0.92","OK"
"8kzhr","2.95","2.95","2.95","1.88","OK"
"8kzhu","1.00","0.00","1.00","1.00","OK"
"8kzhz","3.20","2.21","3.57","3.15","OK"
"8kzi1","0.92","1.58","1.58","0.92","OK"
"8kzi5","0.00","0.00","0.00","0.00","OK"
"8kzjk","6.20","3.16","1.80","0.00","Fraud"
"8kzjq","4.15","2.88","1.77","0.00","OK"
"8kzjy","0.92","1.58","0.92","0.92","OK"
"8kzkc","1.92","1.92","1.52","0.97","OK"
"8kzkl","3.61","4.36","4.68","2.12","OK"
"8kzkp","1.50","1.50","1.50","0.00","OK"
"8kzkq","0.00","0.00","0.00","0.00","OK"
"8kzl3","0.00","0.00","0.92","0.92","OK"
"8kzl6","1.00","1.00","1.00","0.00","OK"
"8kzlb","0.00","0.00","0.00","0.00","OK"
"8kzll","4.69","4.06","5.44","1.14","OK"
"8kzlm","2.00","1.50","2.00","0.81","OK"
"8kzm1","5.28","5.06","6.50","1.27","Fraud"
"8kzmh","1.58","0.92","1.58","0.92","OK"
"8kzmx","0.00","0.00","0.00","0.00","OK"
"8kzmy","5.04","1.98","5.27","2.95","OK"
"8kzna","7.69","1.54","6.96","2.71","OK"
"8kznn","5.87","7.29","7.45","4.47","OK"
"8kznw","4.11","2.77","5.12","3.16","OK"
"8kzo4","2.75","3.00","2.75","2.00","OK"
"8kzom","0.00","0.00","0.00","0.00","OK"
"8kzpi","2.16","0.00","1.75","0.00","OK"
"8kzq3","0.00","1.00","0.00","0.00","OK"
"8kzqd","5.35","3.79","6.11","1.35","OK"
"8kzqe","1.50","2.00","1.50","1.00","OK"
"8kzqo","0.00","1.00","0.00","0.00","OK"
"8kzr4","4.16","3.79","3.81","0.35","OK"
"8kzr5","3.98","4.40","3.43","0.62","OK"
"8kzr6","4.37","4.29","3.65","0.39","OK"
"8kzr7","4.41","4.56","4.44","0.26","OK"
"8kzr9","4.10","3.93","4.24","0.24","OK"
"8kzss","3.88","4.12","3.47","0.47","OK"
"8kzst","4.45","4.33","3.65","0.52","OK"
"8kzsu","3.70","4.12","3.96","0.44","OK"
"8kzt1","4.84","3.67","6.71","4.43","OK"
"8kztj","1.58","1.58","1.58","0.92","OK"
"8kztp","1.00","1.00","1.00","0.00","OK"
"8kztq","4.54","5.75","4.22","2.39","OK"
"8kzu3","2.52","2.52","2.52","0.59","OK"
"8kzuk","4.11","5.16","4.74","3.43","OK"
"8kzv1","4.91","5.41","6.24","3.26","OK"
"8kzvn","8.71","1.74","7.16","2.89","OK"
"8kzw1","3.15","2.18","4.30","2.97","OK"
"8kzwc","2.40","2.85","2.55","0.87","OK"
"8kzwu","6.10","3.67","4.25","0.53","OK"
"8kzx6","3.58","4.14","3.54","2.39","OK"
"8kzxc","4.33","3.40","2.05","0.70","OK"
"8kzxk","4.74","5.87","5.49","2.62","OK"
"8kzxo","0.50","3.17","0.50","0.50","OK"
"8kzxz","0.56","3.08","1.14","0.70","OK"
"8kzy2","1.58","0.92","0.00","0.00","OK"
"8kzy5","8.08","3.66","6.78","2.40","OK"
"8kzyi","6.87","6.65","6.38","1.08","Observation"
"8kzyz","0.00","0.00","0.00","0.00","OK"
"8l004","0.00","0.00","0.00","0.00","OK"
"8l00g","4.80","3.55","7.34","4.28","OK"
"8l00h","3.61","4.38","6.27","3.79","Fraud"
"8l00x","1.50","2.00","2.00","2.00","OK"
"8l014","0.92","1.58","0.92","0.92","OK"
"8l01a","2.42","2.50","2.73","0.00","OK"
"8l01b","0.00","0.00","0.00","0.00","OK"
"8l01g","4.23","4.12","0.19","2.94","OK"
"8l01w","0.00","0.00","0.00","0.00","OK"
"8l01y","3.31","2.71","4.05","3.22","OK"
"8l029","2.50","2.95","2.73","0.50","OK"
"8l02e","0.00","0.00","0.00","0.00","OK"
"8l02g","1.58","0.92","0.92","0.92","OK"
"8l02m","0.00","1.00","0.00","0.00","OK"
"8l02n","1.00","1.00","1.00","1.00","OK"
"8l02t","3.86","3.76","3.43","2.03","OK"
"8l02x","6.22","4.59","4.95","0.16","OK"
"8l03g","1.00","1.00","1.00","0.00","OK"
"8l03j","2.48","3.63","3.30","2.01","OK"
"8l046","1.00","1.00","1.00","0.00","OK"
"8l04m","3.21","3.25","2.24","0.00","OK"
"8l04x","0.86","2.81","3.22","0.82","OK"
"8l04z","6.37","6.04","5.24","2.03","OK"
"8l050","1.03","2.91","3.43","0.90","OK"
"8l051","0.61","2.84","3.36","0.57","OK"
"8l052","0.59","2.75","3.32","0.62","OK"
"8l053","0.87","2.80","3.19","0.75","OK"
"8l05k","1.25","2.25","0.65","1.25","OK"
"8l05l","5.91","3.90","5.79","3.99","OK"
"8l05z","1.58","1.58","0.92","0.00","OK"
"8l061","4.31","5.29","4.48","2.52","OK"
"8l063","3.83","1.15","4.16","0.58","OK"
"8l06b","0.00","0.00","0.00","0.00","OK"
"8l071","6.51","5.59","4.11","0.27","OK"
"8l07i","5.52","2.61","6.06","2.51","OK"
"8l07n","1.52","2.32","1.92","0.00","OK"
"8l07q","0.00","0.00","0.00","0.00","OK"
"8l07t","0.00","0.00","0.00","0.00","OK"
"8l08l","0.00","1.00","0.00","0.00","OK"
"8l09b","0.86","1.48","3.54","0.00","OK"
"8l0a0","3.77","0.57","5.09","1.37","OK"
"8l0aq","3.03","3.70","3.88","2.70","OK"
"8l0b4","5.53","5.95","6.29","3.07","OK"
"8l0bl","6.47","4.55","5.15","1.11","Observation"
"8l0bm","0.39","2.62","1.35","2.41","OK"
"8l0c2","2.85","2.92","3.16","0.00","OK"
"8l0ca","4.42","6.42","5.66","0.00","OK"
"8l0cx","0.85","2.52","1.88","0.85","OK"
"8l0e4","5.14","2.29","5.14","2.44","OK"
"8l0f6","3.81","3.59","4.24","1.22","OK"
"8l0fs","0.00","0.00","0.00","0.00","OK"
"8l0fv","0.00","0.00","1.00","0.00","OK"
"8l0fx","0.00","1.00","1.00","1.00","OK"
"8l0gr","2.70","4.54","3.83","3.15","OK"
"8l0ho","2.92","2.92","2.92","0.72","OK"
"8l0i4","0.00","0.00","0.00","0.00","OK"
"8l0io","4.10","4.07","3.64","0.57","OK"
"8l0iu","3.71","4.05","3.15","0.51","OK"
"8l0iv","3.98","4.36","3.63","0.56","OK"
"8l0j8","2.00","0.81","1.50","1.50","OK"
"8l0jf","3.92","4.21","3.83","0.64","OK"
"8l0k0","0.00","0.00","0.00","0.00","OK"
"8l0k9","1.00","1.00","1.00","1.00","OK"
"8l0l8","0.00","0.00","0.00","0.00","OK"
"8l0lh","3.21","4.12","3.58","2.62","OK"
"8l0lm","0.00","0.00","0.00","0.00","OK"
"8l0lv","2.13","2.52","1.66","1.84","OK"
"8l0m2","0.00","0.00","1.00","0.00","OK"
"8l0m9","3.16","3.92","4.44","3.26","OK"
"8l0mw","2.81","2.81","1.84","0.00","OK"
"8l0n5","0.59","2.13","2.81","1.15","OK"
"8l0ng","3.46","2.04","1.32","0.00","OK"
"8l0nw","0.99","0.00","2.95","0.99","OK"
"8l0p1","4.29","2.94","4.39","2.40","OK"
"8l0p8","2.32","0.00","1.37","0.00","OK"
"8l0q6","7.66","6.92","8.20","3.01","Fraud"
"8l0r9","0.00","2.25","0.00","0.00","OK"
"8l0rb","5.04","5.39","5.68","3.41","Fraud"
"8l0rp","4.38","5.84","4.34","3.10","OK"
"8l0rq","6.80","2.71","5.45","3.45","OK"
"8l0rr","5.13","5.77","4.91","2.56","OK"
"8l0sm","8.69","5.39","6.53","3.09","OK"
"8l0sw","2.50","2.75","2.00","1.81","OK"
"8l0t1","2.62","3.78","2.91","1.08","OK"
"8l0t3","0.00","0.00","0.00","0.00","OK"
"8l0t6","2.52","3.32","3.12","2.37","OK"
"8l0td","0.00","0.00","0.00","0.00","OK"
"8l0ty","1.58","0.00","0.92","1.58","OK"
"8l0u5","1.50","2.00","2.00","2.00","OK"
"8l0uu","3.66","4.08","3.93","1.71","OK"
"8l0v8","2.27","3.25","6.50","2.32","Observation"
"8l0v9","0.95","2.51","7.11","2.29","OK"
"8l0w0","0.00","0.00","0.00","0.00","OK"
"8l0wx","5.61","6.63","5.72","2.54","OK"
"8l0wz","1.92","2.32","1.92","0.00","OK"
"8l0x3","5.57","6.35","6.98","4.47","OK"
"8l0x4","0.00","0.92","0.00","0.00","OK"
"8l0x9","2.32","0.00","2.32","0.72","OK"
