"partnerid","Skew1Min","Skew5Min","Skew3Hr","Skew6Hr","status"
"8kvec","6.25","4.43","1.64","0.97","OK"
"8kven","6.33","3.28","0.17","-0.33","OK"
"8kveo","3.57","2.79","0.43","0.56","OK"
"8kveq",0.00,"2.73","0.96","0.57","OK"
"8kvey",0.00,0.00,"1.79","1.79","OK"
"8kvfl",0.00,0.00,0.00,0.00,"OK"
"8kvfn",0.00,"1.15","1.15","1.15","OK"
"8kvfr","3.33","2.06","-0.02","-0.23","OK"
"8kvg3",0.00,0.00,0.00,0.00,"OK"
"8kvgc",0.00,0.00,0.00,0.00,"OK"
"8kvgp",0.00,0.00,0.00,0.00,"OK"
"8kvgr",0.00,0.00,"1.14","0.68","OK"
"8kvgs",0.00,"3.02","1.32","0.89","OK"
"8kvh1",0.00,0.00,"1.24","-0.23","OK"
"8kvh9","0.71","0.71","0.00","0.00","OK"
"8kvhd","2.47","1.15","1.36","0.71","OK"
"8kvhi","2.36","2.67","1.25","-0.23","OK"
"8kvhp",0.00,0.00,"0.71","0.71","OK"
"8kvhz",0.00,0.00,0.00,0.00,"OK"
"8kvie",0.00,0.00,0.00,0.00,"OK"
"8kvil",0.00,0.00,0.00,"1.79","OK"
"8kvim","2.86","2.38","-0.17","-0.57","OK"
"8kviw","3.88","1.92","1.05","0.36","OK"
"8kvj1","2.57","1.45","0.69","0.55","OK"
"8kvjl",0.00,0.00,0.00,0.00,"OK"
"8kvkh",0.00,0.00,0.00,0.00,"OK"
"8kvkj",0.00,"0.34","0.00","0.00","OK"
"8kvkq","4.16","2.60","0.32","0.20","OK"
"8kvkw","3.49","3.09","0.93","0.67","OK"
"8kvl0","3.46","3.08","1.17","1.01","OK"
"8kvl1","2.49","2.61","1.86","1.12","OK"
"8kvl2","2.90","2.36","-0.11","-0.82","OK"
"8kvl6","3.13","4.74","1.11","0.31","OK"
"8kvl7","3.54","5.36","2.48","1.40","OK"
"8kvl8",0.00,0.00,0.00,0.00,"OK"
"8kvlp","4.69","2.18","1.35","0.84","OK"
"8kvlq",0.00,"2.27","1.79","1.79","OK"
"8kvm0","3.24","2.79","2.13","1.54","OK"
"8kvm1","2.21","1.69","1.22","0.97","OK"
"8kvm2","2.14","1.33","1.33","1.43","OK"
"8kvm6","3.20","1.51","0.77","0.43","OK"
"8kvm7","5.25","2.83","1.29","2.02","OK"
"8kvma",0.00,0.00,0.00,0.00,"OK"
"8kvmd",0.00,0.00,0.00,0.00,"OK"
"8kvmf",0.00,"2.85","1.09","1.05","OK"
"8kvmo","0.54","0.09","-0.71","0.00","OK"
"8kvmr","3.66","2.44","1.01","0.61","OK"
"8kvna","3.52","1.88","-0.53","-1.57","OK"
"8kvnb","3.39","1.41","0.36","0.03","Observation"
"8kvnu",0.00,0.00,"0.84","0.84","OK"
"8kvo1","4.42","2.61","0.83","0.89","OK"
"8kvos","1.50","1.50","1.50","1.50","OK"
"8kvot",0.00,0.00,"1.92","1.24","OK"
"8kvpb",0.00,"2.60","1.06","1.74","OK"
"8kvpc",0.00,"3.88","0.59","0.99","OK"
"8kvpe",0.00,"1.50","0.40","-0.27","OK"
"8kvpg",0.00,0.00,"-0.71","0.00","OK"
"8kvpr",0.00,0.00,0.00,0.00,"OK"
"8kvpw","3.46","3.79","1.82","0.46","OK"
"8kvq0","2.60","4.36","1.99","1.35","OK"
"8kvqh",0.00,0.00,"1.23","0.25","OK"
"8kvqm",0.00,"2.57","1.00","0.17","OK"
"8kvqp","0.71","0.71","0.00","0.00","OK"
"8kvr5",0.00,0.00,0.00,0.00,"OK"
"8kvr9",0.00,0.00,0.00,0.00,"OK"
"8kvrh",0.00,0.00,0.00,0.00,"OK"
"8kvrr",0.00,0.00,0.00,0.00,"OK"
"8kvry",0.00,0.00,"0.71","0.00","OK"
"8kvs0","2.62","3.85","0.28","0.20","OK"
"8kvs1",0.00,0.00,0.00,0.00,"OK"
"8kvs9",0.00,0.00,"0.29","-0.71","OK"
"8kvsu","3.07","1.70","1.36","1.35","OK"
"8kvtr",0.00,0.00,0.00,0.00,"OK"
"8kvtw",0.00,0.00,0.00,0.00,"OK"
"8kvty","3.00","1.57","-0.42","-1.44","OK"
"8kvu3",0.00,0.00,0.00,0.00,"OK"
"8kvu7",0.00,0.00,"1.36","0.71","OK"
"8kvug","2.41","1.71","0.89","0.21","OK"
"8kvuh",0.00,"4.90","1.67","0.48","OK"
"8kvv2","2.91","3.54","2.17","1.47","Observation"
"8kvv3","0.71","0.71",0.00,0.00,"OK"
"8kvv4","3.51","1.82","0.47","0.09","OK"
"8kvv6","1.69","1.52","1.07","0.86","OK"
"8kvv7","3.55","2.32","2.20","1.96","OK"
"8kvv8",0.00,0.00,0.00,0.00,"OK"
"8kvvd","2.81","2.78","1.34","1.30","OK"
"8kvvh","2.40","1.40","0.83","0.86","Observation"
"8kvxs",0.00,0.00,0.00,0.00,"OK"
"8kvy3",0.00,0.00,0.00,"0.00","OK"
"8kvyf","3.25","1.85","2.24","1.40","OK"
"8kvyo","3.24","2.03","0.03","-0.66","OK"
"8kvyr","3.88","3.88","1.63","1.16","OK"
"8kvzp",0.00,0.00,0.00,0.00,"OK"
"8kw03",0.00,0.00,0.00,0.00,"OK"
"8kw0f","0.59","-0.24","-0.51","-0.51","Observation"
"8kw0n",0.00,"2.85","1.38","1.41","OK"
"8kw15","-0.71","-0.71","0.00","0.00","OK"
"8kw19","4.07","1.92","0.51","0.23","OK"
"8kw1q","3.18","1.79","1.56","1.31","OK"
"8kw28",0.00,0.00,0.00,0.00,"OK"
"8kw2n",0.00,0.00,0.00,0.00,"OK"
"8kw39",0.00,0.00,0.00,0.00,"OK"
"8kw3g","2.80","3.02","2.22","0.50","OK"
"8kw4u",0.00,0.00,0.00,"0.71","OK"
"8kw4v","1.96","1.32","1.20","0.77","Fraud"
"8kw4x",0.00,0.00,"1.06","0.27","OK"
"8kw4z","3.17","2.63","1.20","1.07","OK"
"8kw53",0.00,"1.79","1.15","1.15","OK"
"8kw5p",0.00,0.00,0.00,0.00,"OK"
"8kw5u","0.75","0.72","0.58","-0.02","Fraud"
"8kw6d",0.00,"1.15","-0.71","-0.71","OK"
"8kw70",0.00,0.00,0.00,0.00,"OK"
"8kwzo","3.92","0.65","0.22","0.66","OK"
"8kwzv","4.51","4.25","1.11","0.65","OK"
"8kwzx","0.34","1.01","0.63","0.63","Fraud"
"8kwzy","1.14","1.50","0.59","0.59","OK"
"8kx0a",0.00,0.00,0.00,0.00,"OK"
"8kx0h",0.00,"1.79","1.50","0.53","OK"
"8kx0o","3.27","2.53","-0.27","-0.54","OK"
"8kx0y","0.11","0.70","0.00","0.00","OK"
"8kx17",0.00,0.00,0.00,0.00,"OK"
"8kx19",0.00,"5.66","1.20","0.27","OK"
"8kx1q",0.00,0.00,0.00,0.00,"OK"
"8kx1z",0.00,0.00,0.00,0.00,"Observation"
"8kx21",0.00,0.00,0.00,0.00,"OK"
"8kx25","0.47","-0.53",0.00,0.00,"OK"
"8kx29",0.00,0.00,0.00,0.00,"OK"
"8kx2a",0.00,0.00,0.00,0.00,"OK"
"8kx2d","4.49","1.41","0.19","-0.05","Fraud"
"8kx2g",0.00,0.00,0.00,0.00,"OK"
"8kx2r",0.00,0.00,"1.50","0.49","OK"
"8kx2u","3.26","1.09","0.22","0.75","Fraud"
"8kx2w","1.15","-0.04","0.00","0.00","OK"
"8kx31","2.06","2.09","0.01","-0.78","OK"
"8kx33","0.00","0.00",0.00,0.00,"OK"
"8kx37","4.75","3.10","0.03","0.14","OK"
"8kx3a",0.00,"2.04","-0.08","0.00","OK"
"8kx3b",0.00,0.00,"0.71","0.71","OK"
"8kx3c","1.61","0.95","0.00","0.00","OK"
"8kx3f","1.71","1.27","0.54","0.05","OK"
"8kx3i","2.15","0.46","-0.31","0.63","OK"
"8kx3q","4.84","1.77","-0.90","-0.82","OK"
"8kx3r",0.00,0.00,0.00,"0.00","OK"
"8kx47",0.00,0.00,0.00,0.00,"OK"
"8kx4j",0.00,"0.00","0.00","0.00","OK"
"8kx5a","1.64","0.83","0.04","0.00","OK"
"8kx5c","3.88","1.06","0.71","0.00","OK"
"8kx5g",0.00,"2.12","-0.19","0.61","OK"
"8kx5q",0.00,0.00,0.00,0.00,"Observation"
"8kx6b",0.00,0.00,0.00,0.00,"Observation"
"8kx86",0.00,0.00,0.00,0.00,"Observation"
"8kxdu","2.47","2.47","0.60","0.99","OK"
"8kxe3",0.00,0.00,"0.71","0.71","OK"
"8kxee","1.88","0.72","-0.66","-0.03","OK"
"8kxef",0.00,0.00,0.00,0.00,"OK"
"8kxel","0.00","0.00",0.00,0.00,"Fraud"
"8kxem","-0.71",0.00,0.00,0.00,"Fraud"
"8kxep","0.66","0.00",0.00,0.00,"OK"
"8kxer","2.18","1.64","1.15","0.78","OK"
"8kxev",0.00,0.00,0.00,0.00,"OK"
"8kxew",0.00,0.00,0.00,0.00,"OK"
"8kxez",0.00,0.00,0.00,0.00,"OK"
"8kxf2","-0.83","-0.18",0.00,0.00,"OK"
"8kxf4",0.00,"3.88","1.05","0.25","OK"
"8kxfb","3.81","2.10","3.34","2.69","OK"
"8kxfu",0.00,0.00,0.00,0.00,"OK"
"8kxgk",0.00,"1.50","0.00","0.00","OK"
"8kxgm","0.49","0.24","0.00","-0.67","OK"
"8kxgs","2.07","2.49","1.16","0.35","Fraud"
"8kxgt","1.33","1.87","1.09","1.29","OK"
"8kxgu","3.19","2.44","1.11","1.30","OK"
"8kxgv","2.71","1.95","2.48","1.57","Fraud"
"8kxgy",0.00,0.00,"0.16","0.16","OK"
"8kxhd",0.00,0.00,0.00,0.00,"OK"
"8kxhn",0.00,"4.01","1.51","1.70","OK"
"8kxhp",0.00,0.00,0.00,0.00,"OK"
"8kxhq","0.39","0.06","1.64","1.24","OK"
"8kxij","0.06","-0.24","1.07","0.30","Fraud"
"8kxik","1.15","1.15","0.71","0.71","OK"
"8kxim",0.00,0.00,0.00,0.00,"OK"
"8kxj4",0.00,0.00,"1.79","0.41","OK"
"8kxj8","-0.28","1.34","0.00","0.00","OK"
"8kxjw","1.66","1.77","1.31","1.53","OK"
"8kxjy","3.80","3.56","1.24","0.23","OK"
"8kxkx","2.75","3.22","0.62","-0.96","Observation"
"8kxl2",0.00,0.00,0.00,0.00,"OK"
"8kxl3","0.59","-0.15","0.00","0.00","Fraud"
"8kxla","3.92","3.21","0.43","0.87","OK"
"8kxlk","3.14","1.60","0.65","0.32","OK"
"8kxll","4.88","5.50","4.61","3.05","OK"
"8kxlo",0.00,"3.19","0.59","1.02","OK"
"8kxlp","3.04","3.04","0.57","-0.33","OK"
"8kxlq","6.17","3.59","1.71","0.88","OK"
"8kxlr","2.56","1.95","0.30","-0.17","OK"
"8kxlt","2.49","1.38","0.53","0.00","OK"
"8kxlv","2.56","3.06","-0.59","-1.74","Fraud"
"8kxly","-0.22","0.10","-2.07","-1.55","Fraud"
"8kxm0","0.82","-0.19","-0.87","-0.60","OK"
"8kxm9","0.35","-0.09","0.84","0.74","OK"
"8kxmh","4.41","4.10","0.67","0.57","Fraud"
"8kxml","1.00","0.77","-0.14","-0.67","OK"
"8kxmm",0.00,0.00,0.00,0.00,"OK"
"8kxmo",0.00,"2.85","1.06","0.00","OK"
"8kxn2",0.00,0.00,0.00,0.00,"OK"
"8kxn5","2.90","2.76","1.02","0.40","OK"
"8kxnk","0.65","0.65","0.65","0.65","OK"
"8kxnl","-0.39","-2.12","0.95","1.07","OK"
"8kxnm","1.15","0.61","0.34","1.04","Fraud"
"8kxnn","0.29","0.41","0.79","0.69","Observation"
"8kxnw","6.67","3.46","1.12","0.15","OK"
"8kxo5",0.00,0.00,0.00,0.00,"OK"
"8kxoj","3.57","2.27","1.00","1.05","Observation"
"8kxom","1.99","0.69","1.29","1.41","OK"
"8kxor",0.00,0.00,"1.29","1.05","OK"
"8kxos",0.00,0.00,0.00,0.00,"OK"
"8kxox",0.00,0.00,"0.36","-0.21","OK"
"8kxoy","6.01","2.70","0.48","-0.35","Fraud"
"8kxp5",0.00,0.00,0.00,0.00,"OK"
"8kxpa",0.00,0.00,0.00,0.00,"OK"
"8kxpd",0.00,0.00,"0.48","0.80","OK"
"8kxpq","4.19","1.89","0.62","0.38","OK"
"8kxpv","0.46","-0.85",0.00,0.00,"OK"
"8kxq6","1.82","1.03","1.53","1.64","OK"
"8kxqd","1.18","0.07","0.75","0.40","OK"
"8kxqf",0.00,0.00,0.00,0.00,"OK"
"8kxqj","3.13","3.06","0.17","-0.86","OK"
"8kxqk","2.32","2.36","-1.06","-0.92","Observation"
"8kxqm","1.29","2.22","0.76","0.61","OK"
"8kxqw","2.11","2.59","1.58","0.57","OK"
"8kxr9","2.54","1.62","0.09","0.21","Observation"
"8kxrb","5.96","2.21","1.59","1.09","Observation"
"8kxrc","1.42","0.66","0.00",0.00,"OK"
"8kxre","3.06","1.76","0.11","-0.71","Observation"
"8kxri",0.00,"2.89","1.68","0.66","OK"
"8kxrj",0.00,"2.41","1.67","1.56","OK"
"8kxrs",0.00,"1.34","0.68","0.45","OK"
"8kxtp",0.00,0.00,"1.20","0.08","OK"
"8kxvk","4.90","2.63","1.14","0.21","OK"
"8kxxf","2.92","2.54","0.54","0.17","OK"
"8kxzn",0.00,0.00,0.00,0.00,"OK"
"8kxzu","3.63","2.52","-0.21","-0.50","OK"
"8ky0g",0.00,0.00,0.00,0.00,"OK"
"8ky0o",0.00,0.00,"2.04","1.79","OK"
"8ky15","5.66","5.66","0.61","0.57","OK"
"8ky18",0.00,0.00,0.00,0.00,"OK"
"8ky1v",0.00,0.00,"0.29","-0.71","OK"
"8ky22","4.69","1.65","1.10","0.85","OK"
"8ky2b",0.00,0.00,"0.00","0.00","OK"
"8ky2f",0.00,0.00,0.00,0.00,"OK"
"8ky2l",0.00,0.00,0.00,0.00,"OK"
"8ky2n",0.00,0.00,0.00,0.00,"OK"
"8ky46","4.49","4.02","1.21","1.18","OK"
"8ky4j","3.47","3.18","0.36","0.31","OK"
"8ky4k","3.38","2.76","1.34","0.89","OK"
"8ky4n","1.79","1.79","0.41","1.15","OK"
"8ky4r",0.00,0.00,0.00,0.00,"OK"
"8ky4x",0.00,0.00,0.00,0.00,"OK"
"8ky50",0.00,0.00,0.00,0.00,"OK"
"8ky5c",0.00,"1.92","0.77","0.77","OK"
"8ky5s",0.00,0.00,0.00,0.00,"OK"
"8ky6d",0.00,0.00,"0.00","0.00","OK"
"8ky6h","1.43","0.89","-1.02","0.28","Fraud"
"8ky6n","2.26","0.31","-1.43","-0.60","Fraud"
"8ky6u","2.85","1.75",0.00,0.00,"OK"
"8ky6v","2.36","0.51","0.48","0.04","OK"
"8ky77",0.00,"0.71","0.71","0.71","OK"
"8ky8n",0.00,0.00,"0.00","0.00","OK"
"8ky8r",0.00,0.00,0.00,"0.00","OK"
"8ky93",0.00,0.00,"1.15","0.71","OK"
"8ky9n",0.00,0.00,0.00,0.00,"OK"
"8kyao",0.00,0.00,0.00,0.00,"OK"
"8kyb9",0.00,0.00,0.00,"0.41","OK"
"8kybc",0.00,0.00,0.00,0.00,"OK"
"8kybl","1.63","0.98","0.52","0.31","OK"
"8kybu",0.00,0.00,0.00,0.00,"OK"
"8kyc0","1.15","1.15","1.15","1.15","OK"
"8kycf",0.00,0.00,0.00,0.00,"OK"
"8kycw","5.18","2.42","0.16","-0.08","OK"
"8kydv","3.14","1.66","-0.31","-1.00","Fraud"
"8kygk","5.39","2.10","0.56","0.18","OK"
"8kygl","0.00",0.00,0.00,0.00,"OK"
"8kygo",0.00,0.00,0.00,0.00,"OK"
"8kygq","3.83","1.90","2.09","0.73","OK"
"8kygz",0.00,0.00,0.00,0.00,"OK"
"8kyhj",0.00,0.00,0.00,0.00,"OK"
"8kyiq","3.18","3.18","0.41","0.49","OK"
"8kyjt",0.00,0.00,"1.75","1.06","OK"
"8kyk5","9.06","3.93","1.46","1.14","OK"
"8kyka",0.00,0.00,0.00,0.00,"OK"
"8kyl4","3.50","1.52","0.94","-0.19","OK"
"8kyl5","-0.27","0.78","0.71","0.71","OK"
"8kyld",0.00,"2.47","1.70","1.44","OK"
"8kymr",0.00,0.00,"0.00","0.00","OK"
"8kynd","2.47","2.47","2.27","0.63","OK"
"8kynk",0.00,0.00,"0.00","0.00","OK"
"8kyov","2.30","1.29","0.28","-0.05","Fraud"
"8kyow","1.15","0.71","0.71","0.71","OK"
"8kyoy",0.00,0.00,0.00,0.00,"OK"
"8kyp1",0.00,"0.03","-0.30","0.20","OK"
"8kyp7",0.00,0.00,0.00,0.00,"OK"
"8kyp8",0.00,0.00,"1.50","1.15","OK"
"8kypd","4.93","3.09","2.25","0.93","OK"
"8kypr","4.36","4.36","2.27","0.62","OK"
"8kyqu",0.00,0.00,0.00,0.00,"OK"
"8kyre",0.00,0.00,0.00,0.00,"OK"
"8kysj",0.00,0.00,"2.85","0.71","OK"
"8kyss",0.00,0.00,0.00,0.00,"OK"
"8kytg",0.00,0.00,0.00,0.00,"OK"
"8kyu8",0.00,0.00,"1.15","1.15","OK"
"8kyvb","1.68","0.92","-0.27","-0.45","OK"
"8kyvg",0.00,0.00,0.00,0.00,"OK"
"8kyvt",0.00,0.00,0.00,0.00,"OK"
"8kyvw","3.33","2.47","1.19","0.38","OK"
"8kyw0",0.00,0.00,0.00,"0.71","OK"
"8kyw6","3.10","0.76","0.58","0.21","OK"
"8kywb","3.68","2.84","2.09","0.62","OK"
"8kywm",0.00,0.00,0.00,0.00,"OK"
"8kywq",0.00,0.00,0.00,0.00,"OK"
"8kywy","4.78","2.60","2.03","0.92","OK"
"8kyxs",0.00,0.00,0.00,0.00,"OK"
"8kyxz",0.00,0.00,0.00,0.00,"OK"
"8kyyv",0.00,0.00,"1.02","0.84","OK"
"8kyz1",0.00,0.00,"1.02","0.52","OK"
"8kyzp","3.35","3.29","1.24","1.35","OK"
"8kz2d","0.00","0.00","1.00","1.00","OK"
"8kz2e",0.00,0.00,0.00,0.00,"OK"
"8kz2y",0.00,0.00,0.00,0.00,"OK"
"8kz4p",0.00,0.00,0.00,0.00,"OK"
"8kz5j",0.00,"2.04","1.79","1.79","OK"
"8kz64","6.65","4.59","1.00","0.26","OK"
"8kz6l",0.00,0.00,0.00,0.00,"OK"
"8kz6p","3.61","1.91","0.77","0.13","Fraud"
"8kz6r",0.00,0.00,0.00,0.00,"OK"
"8kz74",0.00,0.00,0.00,0.00,"OK"
"8kz7h",0.00,0.00,0.00,0.00,"OK"
"8kz7i",0.00,0.00,0.00,0.00,"OK"
"8kz7z",0.00,"3.18","1.53","1.51","OK"
"8kz81","2.67","2.67","0.15","0.32","OK"
"8kz84","4.65","2.91","0.66","0.28","OK"
"8kz8a","5.48","5.48","0.61","0.42","OK"
"8kz9c",0.00,"2.47","0.63","0.63","OK"
"8kz9e",0.00,"2.27","2.27","2.27","OK"
"8kz9f","1.99","1.42","1.18","0.64","OK"
"8kz9k",0.00,0.00,0.00,0.00,"OK"
"8kz9x",0.00,0.00,0.00,0.00,"OK"
"8kzaf",0.00,0.00,0.00,0.00,"OK"
"8kzbb","6.09","5.82","1.09","0.90","OK"
"8kzbg","3.61","3.47","2.67","1.70","OK"
"8kzd5",0.00,0.00,"0.71","0.71","OK"
"8kzds",0.00,0.00,"1.15","2.04","OK"
"8kzen","3.25","2.41","0.59","-0.09","OK"
"8kzep","4.07","4.46","2.08","1.01","OK"
"8kzer","3.88","1.60","1.49","0.56","OK"
"8kzes",0.00,0.00,0.00,0.00,"OK"
"8kzf2",0.00,0.00,0.00,0.00,"OK"
"8kzf5",0.00,0.00,0.00,0.00,"OK"
"8kzfo","3.23","2.43","1.52","-0.51","OK"
"8kzgc",0.00,0.00,0.00,0.00,"OK"
"8kzgf",0.00,0.00,0.00,"0.00","OK"
"8kzhr",0.00,0.00,"0.00","0.00","OK"
"8kzhu",0.00,0.00,0.00,0.00,"OK"
"8kzhz",0.00,0.00,"0.11","0.80","OK"
"8kzi1",0.00,0.00,0.00,0.00,"OK"
"8kzi5",0.00,0.00,0.00,0.00,"OK"
"8kzjk","5.35","2.27","0.07","-0.09","Fraud"
"8kzjq",0.00,"3.18","1.37","1.23","OK"
"8kzjy",0.00,0.00,"0.00","0.00","OK"
"8kzkc",0.00,"1.15","1.15","1.15","OK"
"8kzkl","3.23","3.48","1.87","1.29","OK"
"8kzkp",0.00,0.00,"0.71","0.71","OK"
"8kzkq",0.00,0.00,0.00,0.00,"OK"
"8kzl3",0.00,"0.00","0.00","0.00","OK"
"8kzl6",0.00,0.00,0.00,0.00,"OK"
"8kzlb",0.00,0.00,0.00,0.00,"OK"
"8kzll","5.63","3.39","1.48","-0.54","OK"
"8kzlm",0.00,0.00,0.00,0.00,"OK"
"8kzm1","2.98","2.12","0.87","0.69","Fraud"
"8kzmh",0.00,0.00,0.00,0.00,"OK"
"8kzmx",0.00,0.00,0.00,0.00,"OK"
"8kzmy",0.00,"4.13","1.04","0.33","OK"
"8kzna","1.70","1.03","0.08","-0.18","OK"
"8kznn","2.36","1.58","-0.92","-1.17","OK"
"8kznw","9.43","3.06","1.74","0.76","OK"
"8kzo4",0.00,0.00,"2.04","-0.41","OK"
"8kzom",0.00,0.00,0.00,0.00,"OK"
"8kzpi",0.00,0.00,"2.04","0.71","OK"
"8kzq3",0.00,0.00,0.00,0.00,"OK"
"8kzqd","3.74","2.18","0.99","0.26","OK"
"8kzqe",0.00,0.00,"0.71",0.00,"OK"
"8kzqo",0.00,0.00,0.00,0.00,"OK"
"8kzr4","4.31","3.35","0.89","0.29","OK"
"8kzr5","3.29","3.71","0.62","0.71","OK"
"8kzr6","5.39","3.85","1.53","0.86","OK"
"8kzr7","5.10","2.45","0.79","0.50","OK"
"8kzr9",0.00,"1.90","0.12","0.41","OK"
"8kzss","4.59","2.04","0.96","0.65","OK"
"8kzst","7.00","2.19","1.32","1.31","OK"
"8kzsu",0.00,"2.09","1.20","0.98","OK"
"8kzt1","1.77","1.44","1.10","0.66","OK"
"8kztj",0.00,0.00,0.00,0.00,"OK"
"8kztp",0.00,0.00,0.00,0.00,"OK"
"8kztq","5.46","2.82","1.03","0.03","OK"
"8kzu3",0.00,0.00,0.00,"1.79","OK"
"8kzuk","6.56","3.43","1.04","1.57","OK"
"8kzv1","4.02","2.86","0.68","0.32","OK"
"8kzvn","1.37","0.72","-0.21","-0.65","OK"
"8kzw1","5.75","3.82","0.71","0.80","OK"
"8kzwc",0.00,0.00,"2.47","1.56","OK"
"8kzwu","3.69","0.99","1.98","1.42","OK"
"8kzx6","3.88","2.37","0.85","-0.02","OK"
"8kzxc","3.38","1.96","2.15","1.46","OK"
"8kzxk","5.22","2.34","-0.01","-0.78","OK"
"8kzxo","2.27","1.15","0.00","0.00","OK"
"8kzxz","2.18","1.85","3.42","3.02","OK"
"8kzy2",0.00,"0.00",0.00,0.00,"OK"
"8kzy5","4.58","2.79","0.90","-0.22","OK"
"8kzyi","2.04","1.07","-0.06","-0.49","Observation"
"8kzyz",0.00,"0.00",0.00,0.00,"OK"
"8l004",0.00,0.00,0.00,0.00,"OK"
"8l00g","1.91","1.17","0.73","0.90","OK"
"8l00h","4.69","3.90","2.35","2.49","Fraud"
"8l00x",0.00,0.00,0.00,0.00,"OK"
"8l014","0.00","0.00","0.00","0.00","OK"
"8l01a",0.00,0.00,"1.15","1.15","OK"
"8l01b",0.00,0.00,0.00,0.00,"OK"
"8l01g","8.00","3.61","0.83","0.37","OK"
"8l01w",0.00,0.00,0.00,0.00,"OK"
"8l01y","4.48","2.85","3.09","2.49","OK"
"8l029","2.27","2.04","1.12","1.12","OK"
"8l02e",0.00,0.00,0.00,0.00,"OK"
"8l02g",0.00,0.00,0.00,"0.00","OK"
"8l02m",0.00,0.00,0.00,0.00,"OK"
"8l02n",0.00,0.00,0.00,0.00,"OK"
"8l02t","2.93","2.12","1.37","0.48","OK"
"8l02x","11.87","3.78","0.17","0.62","OK"
"8l03g",0.00,0.00,0.00,0.00,"OK"
"8l03j","5.39","5.39","1.14","1.03","OK"
"8l046",0.00,0.00,0.00,0.00,"OK"
"8l04m",0.00,"1.23","0.40","0.62","OK"
"8l04x","0.93","0.71","0.70","0.00","OK"
"8l04z","2.92","2.29","0.63","-0.14","OK"
"8l050","1.47","1.33","1.11","0.56","OK"
"8l051","0.75","0.36","0.70","0.00","OK"
"8l052","2.06","0.50","0.71","0.00","OK"
"8l053","1.11","0.54","0.70","0.00","OK"
"8l05k","1.50","0.71","0.71","0.71","OK"
"8l05l","3.17","2.23","0.73","-0.07","OK"
"8l05z",0.00,0.00,0.00,"0.00","OK"
"8l061","5.10","1.92","0.90","-0.18","OK"
"8l063",0.00,0.00,"0.72","0.27","OK"
"8l06b",0.00,0.00,0.00,0.00,"OK"
"8l071","3.94","2.80","-0.14","-0.24","OK"
"8l07i","3.65","1.92","0.84","0.63","OK"
"8l07n","1.15","1.15","1.15","-0.71","OK"
"8l07q",0.00,0.00,0.00,0.00,"OK"
"8l07t",0.00,0.00,0.00,0.00,"OK"
"8l08l",0.00,0.00,0.00,0.00,"OK"
"8l09b","1.62","1.06","1.50","1.88","OK"
"8l0a0","7.81","4.21","0.34","-0.14","OK"
"8l0aq","3.47","3.47","0.66","0.00","OK"
"8l0b4","3.85","2.00","1.20","0.21","OK"
"8l0bl","2.72","2.21","0.78","-0.82","Observation"
"8l0bm",0.00,0.00,"0.24","0.49","OK"
"8l0c2",0.00,"2.12","1.39","-0.09","OK"
"8l0ca","4.07","2.10","0.68","0.09","OK"
"8l0cx","1.60","0.66","1.13","0.70","OK"
"8l0e4","6.89","2.18","1.55","1.57","OK"
"8l0f6",0.00,"3.02","0.85","0.63","OK"
"8l0fs",0.00,0.00,0.00,0.00,"OK"
"8l0fv",0.00,0.00,0.00,0.00,"OK"
"8l0fx",0.00,0.00,0.00,0.00,"OK"
"8l0gr","3.61","2.53","2.76","1.92","OK"
"8l0ho",0.00,"1.15","0.91","0.91","OK"
"8l0i4",0.00,0.00,0.00,0.00,"OK"
"8l0io","6.71","1.54","1.15","0.41","OK"
"8l0iu",0.00,"2.72","0.67","1.12","OK"
"8l0iv","3.88","1.60","1.49","0.95","OK"
"8l0j8",0.00,0.00,0.00,0.00,"OK"
"8l0jf","6.17","4.13","1.04","1.35","OK"
"8l0k0",0.00,0.00,0.00,0.00,"OK"
"8l0k9",0.00,0.00,0.00,0.00,"OK"
"8l0l8",0.00,0.00,0.00,0.00,"OK"
"8l0lh","4.01","2.47","2.17","1.42","OK"
"8l0lm",0.00,0.00,0.00,0.00,"OK"
"8l0lv","1.79","1.50","0.49","0.49","OK"
"8l0m2",0.00,0.00,0.00,0.00,"OK"
"8l0m9","6.08","2.52","1.96","0.78","OK"
"8l0mw",0.00,0.00,"1.79","1.79","OK"
"8l0n5",0.00,0.00,"1.79","1.79","OK"
"8l0ng",0.00,0.00,"-0.29","1.16","OK"
"8l0nw",0.00,0.00,"1.12","-0.49","OK"
"8l0p1","3.52","2.83","1.28","0.29","OK"
"8l0p8",0.00,0.00,0.00,"1.15","OK"
"8l0q6","1.67","1.35","0.82","-0.80","Fraud"
"8l0r9","1.50","1.50","0.00","0.00","OK"
"8l0rb","4.18","8.22","3.47","2.06","Fraud"
"8l0rp","3.52","2.94","2.01","1.33","OK"
"8l0rq","2.88","1.88","1.10","-0.09","OK"
"8l0rr","3.99","2.59","0.70","0.20","OK"
"8l0sm","1.79","1.02","0.59","0.01","OK"
"8l0sw",0.00,0.00,"2.04","0.84","OK"
"8l0t1","4.13","1.79","1.34","0.83","OK"
"8l0t3",0.00,0.00,0.00,0.00,"OK"
"8l0t6",0.00,0.00,"2.47","0.29","OK"
"8l0td",0.00,0.00,0.00,0.00,"OK"
"8l0ty",0.00,0.00,0.00,"0.00","OK"
