"partnerid","AgentClickRatio","AgentVariance","MaxSameCidCount","NoOfUniqueCid","CidClickRatio","CidVariance","status"
"8jhcs","1.00","0.00","2","1","0.50","0.00","OK"
"8jhct","1.00","0.00","1","3","1.00","0.00","OK"
"8jhdz","0.12","56.25","3","9","0.53","0.32","OK"
"8jhep","0.60","1.22","2","8","0.80","0.19","OK"
"8jhfv","0.06","2633.88","800","719","0.06","1979.58","OK"
"8jhge","0.60","1.46","8","45","0.64","1.80","OK"
"8jhgj","1.00","0.00","1","1","1.00","0.00","OK"
"8jhgx","0.06","2361.49","382","368","0.04","2976.58","OK"
"8jhh0","0.09","818.24","27","28","0.19","46.13","OK"
"8jhi5","0.67","0.25","1","3","1.00","0.00","OK"
"8jhis","0.50","0.00","2","2","0.50","0.00","OK"
"8jhit","0.62","0.70","4","13","0.62","1.01","OK"
"8jhle","1.00","0.00","1","1","1.00","0.00","OK"
"8jhlw","0.67","0.25","1","3","1.00","0.00","OK"
"8jhmk","1.00","0.00","1","1","1.00","0.00","OK"
"8jhnz","0.18","216.89","321","181","0.12","641.72","OK"
"8jhou","0.66","2.61","22","31","0.53","13.64","OK"
"8jhp2","0.91","0.09","2","10","0.91","0.09","OK"
"8jhsv","1.00","0.00","1","2","1.00","0.00","OK"
"8jhtq","1.00","0.00","1","1","1.00","0.00","OK"
"8jhw3","0.68","0.94","20","24","0.24","24.41","OK"
"8jhw9","1.00","0.00","1","4","1.00","0.00","OK"
"8jhyg","0.57","0.69","3","5","0.71","0.64","OK"
"8ji11","0.83","0.16","1","6","1.00","0.00","OK"
"8ji1d","1.00","0.00","1","4","1.00","0.00","OK"
"8ji1k","0.21","84.87","217","125","0.09","889.63","OK"
"8ji1l","0.05","21925.99","612","326","0.04","4503.40","OK"
"8ji1s","0.19","75.11","151","21","0.04","1443.61","OK"
"8ji1u","0.13","200.86","37","34","0.12","72.25","Observation"
"8ji2e","1.00","0.00","1","1","1.00","0.00","OK"
"8ji49","0.83","0.16","3","23","0.79","0.28","OK"
"8ji4k","0.19","169.84","274","330","0.16","300.68","OK"
"8ji4m","0.59","3.29","15","46","0.52","5.56","OK"
"8ji4n","0.71","0.36","3","18","0.75","0.33","OK"
"8ji60","1.00","0.00","1","1","1.00","0.00","OK"
"8ji8h","0.36","20.21","22","50","0.23","29.63","OK"
"8ji8l","1.00","0.00","2","1","0.50","0.00","OK"
"8ji9t","0.50","0.00","1","2","1.00","0.00","OK"
"8jiak","1.00","0.00","1","1","1.00","0.00","OK"
"8jiam","0.50","0.00","1","2","1.00","0.00","OK"
"8jian","0.25","0.00","2","3","0.75","0.22","OK"
"8jibl","0.58","1.53","7","30","0.53","3.22","OK"
"8jibp","1.00","0.00","1","1","1.00","0.00","OK"
"8jict","0.39","29.32","88","16","0.15","441.61","OK"
"8jid2","1.00","0.00","1","1","1.00","0.00","OK"
"8jiex","0.36","25.92","267","107","0.24","654.23","OK"
"8jif4","1.00","0.00","1","3","1.00","0.00","OK"
"8jifa","0.50","2.00","9","3","0.25","12.67","OK"
"8jiff","0.54","5.08","7","65","0.67","1.14","OK"
"8jigh","0.63","2.40","27","36","0.44","19.47","OK"
"8jik8","1.00","0.00","1","1","1.00","0.00","OK"
"8jil2","0.89","0.11","2","8","0.89","0.11","OK"
"8jim2","1.00","0.00","1","2","1.00","0.00","OK"
"8jin3","0.63","1.91","2","15","0.79","0.20","OK"
"8jior","0.32","19.82","309","84","0.18","1112.00","OK"
"8jisx","0.36","10.59","18","59","0.30","16.65","OK"
"8jith","0.33","0.00","1","3","1.00","0.00","OK"
"8jiu2","1.00","0.00","1","1","1.00","0.00","OK"
"8jiuc","0.41","14.79","7","78","0.54","1.69","OK"
"8jiwm","0.50","0.00","1","2","1.00","0.00","OK"
"8jiy2","0.39","8.77","91","40","0.27","196.17","OK"
"8jiy8","0.80","0.19","2","3","0.60","0.22","OK"
"8jiz8","0.67","0.25","2","2","0.67","0.25","OK"
"8jj05","1.00","0.00","1","2","1.00","0.00","OK"
"8jj1n","0.30","28.09","98","189","0.38","61.52","OK"
"8jj1s","1.00","0.00","1","1","1.00","0.00","OK"
"8jj35","1.00","0.00","1","1","1.00","0.00","OK"
"8jj3f","0.83","0.16","1","6","1.00","0.00","OK"
"8jj6m","0.43","33.53","77","20","0.19","271.44","OK"
"8jj7t","0.03","66715.07","3450","634","0.02","123841.41","OK"
"8jj80","1.00","0.00","1","1","1.00","0.00","OK"
"8jj96","1.00","0.00","1","2","1.00","0.00","OK"
"8jj9d","0.76","0.67","1","17","1.00","0.00","OK"
"8jjao","0.31","33.28","29","84","0.30","20.76","Observation"
"8jjap","0.14","558.48","150","338","0.13","210.73","OK"
"8jjc5","0.06","2532.96","1915","188","0.02","30973.40","OK"
"8jjds","0.38","8.94","9","49","0.47","3.82","OK"
"8jjhc","1.00","0.00","1","1","1.00","0.00","OK"
"8jjji","0.04","42005.64","1174","844","0.03","11679.80","OK"
"8jjo9","0.38","26.94","31","47","0.12","78.80","OK"
"8jjph","1.00","0.00","1","1","1.00","0.00","OK"
"8jjs6","0.15","352.85","112","274","0.13","122.24","Fraud"
"8jjsg","0.64","0.86","13","22","0.36","9.36","OK"
"8jjve","0.58","1.53","7","18","0.69","1.91","OK"
"8jjvh","0.55","3.47","5","5","0.45","2.16","OK"
"8jjxl","0.75","0.22","1","4","1.00","0.00","OK"
"8jk01","0.10","1911.95","614","243","0.09","1944.18","OK"
"8jk02","0.44","5.17","25","10","0.09","65.29","OK"
"8jk0d","0.02","9576.75","218","11","0.05","3884.63","Fraud"
"8jk15","0.11","2099.81","104","335","0.09","241.94","OK"
"8jk1x","0.20","81.13","89","310","0.19","83.26","OK"
"8jk3i","0.36","15.40","82","207","0.42","35.84","OK"
"8jk4m","0.04","41329.98","5667","447","0.02","107107.86","OK"
"8jk57","0.39","10.60","114","47","0.25","264.40","OK"
"8jk7c","1.00","0.00","1","4","1.00","0.00","OK"
"8jk8e","0.57","0.69","3","4","0.57","0.69","OK"
"8jk8g","0.02","238506.95","4878","927","0.01","221640.07","OK"
"8jk8n","1.00","0.00","1","1","1.00","0.00","OK"
"8jka2","0.40","2.25","5","1","0.20","0.00","OK"
"8jkce","0.67","0.85","3","12","0.80","0.35","OK"
"8jkdf","0.25","62.58","39","109","0.26","39.05","OK"
"8jkdr","0.41","8.19","32","93","0.38","16.98","OK"
"8jkea","0.02","106943.56","3957","1323","0.02","68010.91","OK"
"8jkec","0.32","30.06","56","149","0.21","78.33","OK"
"8jked","0.18","99.63","524","364","0.14","989.43","OK"
"8jkfd","0.12","890.24","207","132","0.09","827.37","OK"
"8jkff","0.47","3.18","78","1","0.01","0.00","OK"
"8jkh1","0.12","2885.15","216","153","0.08","1203.46","Observation"
"8jkhu","0.50","0.00","1","2","1.00","0.00","OK"
"8jkhv","1.00","0.00","1","2","1.00","0.00","OK"
"8jkij","0.02","23022.33","9503","418","0.03","215426.59","OK"
"8jkk9","1.00","0.00","1","1","1.00","0.00","OK"
"8jkmi","0.36","7.00","11","35","0.32","8.02","OK"
"8jkof","0.27","32.52","27","89","0.24","35.10","OK"
"8jkor","0.22","71.22","152","221","0.18","175.06","OK"
"8jkp0","0.09","1661.62","1012","437","0.06","5126.37","OK"
"8jkp1","0.06","6775.98","718","708","0.04","3349.98","OK"
"8jkqn","0.49","6.11","12","67","0.45","4.49","OK"
"8jkrj","0.48","6.07","12","22","0.25","10.04","OK"
"8jks4","0.64","1.25","4","21","0.75","0.60","OK"
"8jksm","0.58","1.57","8","61","0.55","2.57","OK"
"8jkt3","1.00","0.00","1","2","1.00","0.00","OK"
"8jktn","0.07","1254.14","2599","144","0.03","46548.03","OK"
"8jku2","1.00","0.00","1","1","1.00","0.00","OK"
"8jkul","0.05","4081.98","1011","319","0.03","19411.08","OK"
"8jkv1","0.27","65.68","13","95","0.42","4.28","OK"
"8jkv9","0.70","1.29","3","27","0.82","0.25","OK"
"8jkve","0.11","301.72","113","72","0.05","928.89","OK"
"8jkwc","0.07","2028.01","356","921","0.10","1069.37","OK"
"8jkwu","0.53","5.69","3","13","0.68","0.40","OK"
"8jky9","0.26","37.34","356","144","0.16","883.41","OK"
"8jl02","0.84","0.15","3","14","0.74","0.37","OK"
"8jl05","0.46","5.74","15","102","0.57","2.92","OK"
"8jl0l","0.02","81617.64","6477","274","0.02","160717.56","OK"
"8jl0o","1.00","0.00","1","1","1.00","0.00","OK"
"8jl1o","0.42","15.37","30","28","0.22","52.25","OK"
"8jl1u","0.49","7.45","14","95","0.66","2.76","OK"
"8jl23","0.60","0.56","2","8","0.80","0.19","OK"
"8jl39","1.00","0.00","1","1","1.00","0.00","OK"
"8jl3n","0.43","9.74","32","64","0.42","25.52","OK"
"8jl3y","0.29","24.42","300","27","0.08","3172.50","Fraud"
"8jl43","0.64","1.48","4","25","0.76","0.46","OK"
"8jl4l","0.86","0.14","2","6","0.86","0.14","OK"
"8jl61","0.57","2.39","79","9","0.10","597.21","OK"
"8jl6e","0.10","1245.23","762","296","0.08","2545.91","OK"
"8jl7q","0.21","136.25","39","586","0.34","12.91","OK"
"8jla6","0.25","45.14","25","121","0.25","22.40","OK"
"8jlad","1.00","0.00","1","1","1.00","0.00","OK"
"8jlah","1.00","0.00","1","3","1.00","0.00","OK"
"8jlc5","0.47","4.27","47","21","0.12","196.41","OK"
"8jli0","0.04","8103.17","551","100","0.02","18793.67","OK"
"8jlic","0.39","34.89","18","23","0.32","19.42","OK"
"8jlii","0.36","12.35","15","171","0.46","5.82","OK"
"8jlis","0.03","49438.63","1127","283","0.02","35703.81","OK"
"8jljk","0.50","0.00","1","2","1.00","0.00","OK"
"8jljl","1.00","0.00","1","1","1.00","0.00","OK"
"8jljm","0.54","2.54","12","42","0.53","4.04","OK"
"8jljq","0.25","4.00","2","6","0.75","0.22","OK"
"8jljr","0.01","999999.99","23735","898","0.00","999999.99","OK"
"8jlju","0.51","2.15","6","51","0.76","0.80","OK"
"8jlk3","0.11","447.75","2928","100","0.03","84739.63","OK"
"8jlkt","0.55","1.10","11","19","0.29","7.09","OK"
"8jlms","0.72","0.44","58","11","0.16","268.51","OK"
"8jlmv","0.74","0.66","10","9","0.47","7.88","OK"
"8jlmz","1.00","0.00","1","1","1.00","0.00","OK"
"8jln6","0.45","14.55","127","51","0.25","304.18","OK"
"8jlnl","0.47","4.72","11","65","0.45","4.32","OK"
"8jlos","0.11","3072.62","326","232","0.08","1423.99","OK"
"8jlpw","0.06","2569.74","1085","567","0.04","5525.46","OK"
"8jlpz","0.32","67.93","26","63","0.30","20.99","OK"
"8jlr2","0.50","0.00","1","2","1.00","0.00","OK"
"8jlru","0.75","0.22","2","3","0.75","0.22","OK"
"8jlt1","0.10","800.91","729","518","0.09","1292.38","OK"
"8jlu6","0.15","96.63","276","165","0.09","1674.86","Fraud"
"8jlus","0.18","184.40","80","220","0.17","109.94","OK"
"8jlyt","1.00","0.00","1","2","1.00","0.00","OK"
"8jlzr","0.23","88.24","210","157","0.17","295.47","OK"
"8jm0h","1.00","0.00","1","2","1.00","0.00","OK"
"8jm0y","1.00","0.00","1","1","1.00","0.00","OK"
"8jm18","0.68","0.92","4","16","0.73","0.61","OK"
"8jm4d","0.12","803.64","119","24","0.16","554.36","OK"
"8jm4h","0.03","19956.07","1335","452","0.01","21676.26","OK"
"8jm4p","1.00","0.00","1","1","1.00","0.00","OK"
"8jm4v","0.24","32.55","66","35","0.06","354.68","OK"
"8jm5b","0.50","4.00","2","14","0.88","0.12","OK"
"8jm5w","0.10","933.52","182","393","0.08","519.70","OK"
"8jm90","0.21","274.31","71","294","0.18","73.20","OK"
"8jm9p","0.12","645.57","72","189","0.09","168.86","OK"
"8jmbn","1.00","0.00","1","3","1.00","0.00","OK"
"8jmch","0.19","162.74","263","91","0.05","1571.50","OK"
"8kuma","1.00","0.00","1","2","1.00","0.00","OK"
"8kump","0.19","44.42","47","21","0.22","99.20","OK"
"8kumu","0.09","644.96","157","89","0.07","1033.77","Fraud"
"8kun0","0.67","0.25","2","2","0.67","0.25","OK"
"8kun1","0.46","15.23","158","59","0.23","408.36","OK"
"8kun5","0.60","1.22","3","7","0.70","0.53","Fraud"
"8kuno","1.00","0.00","1","1","1.00","0.00","OK"
"8kunr","0.67","0.36","3","22","0.81","0.27","OK"
"8kunx","0.45","7.27","16","102","0.48","4.91","OK"
"8kuo4","1.00","0.00","1","2","1.00","0.00","OK"
"8kuo5","0.47","5.16","10","100","0.52","3.01","OK"
"8kuov","0.56","0.56","2","8","0.89","0.11","OK"
"8kuph","1.00","0.00","1","2","1.00","0.00","OK"
"8kupw","1.00","0.00","1","2","1.00","0.00","OK"
"8kupz","1.00","0.00","1","1","1.00","0.00","OK"
"8kuq2","0.57","2.69","5","7","0.50","2.57","OK"
"8kuqa","0.56","2.11","86","13","0.11","496.37","OK"
"8kuqd","0.13","22.69","4","15","0.48","0.73","OK"
"8kuql","0.18","20.25","3","5","0.45","0.56","OK"
"8kuro","0.50","0.80","2","7","0.70","0.24","OK"
"8kus3","0.31","34.05","16","191","0.37","6.33","OK"
"8kus9","0.21","174.30","45","215","0.22","47.65","OK"
"8kusa","0.13","715.44","359","136","0.05","2526.39","OK"
"8kusb","0.08","1936.06","245","191","0.04","1753.14","OK"
"8kusi","1.00","0.00","2","2","0.67","0.25","OK"
"8kusr","0.47","3.86","2","16","0.94","0.06","OK"
"8kuti","0.50","0.00","2","1","0.50","0.00","OK"
"8kuto","0.00","0.00","184","7","0.01","3072.20","OK"
"8kutv","1.00","0.00","4","2","0.40","2.25","OK"
"8kuuh","1.00","0.00","1","2","1.00","0.00","OK"
"8kuv3","1.00","0.00","1","1","1.00","0.00","OK"
"8kuv8","1.00","0.00","1","1","1.00","0.00","OK"
"8kuv9","0.00","107645.19","80","87","0.10","353.14","Observation"
"8kuva","0.40","13.07","185","46","0.13","750.89","OK"
"8kuvb","0.06","2027.32","2119","163","0.03","40371.56","Fraud"
"8kuvj","0.31","14.02","266","10","0.04","6315.04","OK"
"8kuvn","0.65","0.61","3","12","0.71","0.58","OK"
"8kuvt","0.00","999999.99","25134","506","0.00","999999.99","OK"
"8kuvy","1.00","0.00","1","2","1.00","0.00","OK"
"8kux8","0.28","5.84","3","11","0.61","0.41","OK"
"8kuxa","0.01","105309.36","38694","335","0.01","999999.99","Observation"
"8kuxc","1.00","0.00","1","1","1.00","0.00","OK"
"8kuxg","1.00","0.00","1","7","1.00","0.00","OK"
"8kuxh","0.80","0.19","4","9","0.60","1.11","OK"
"8kuxi","0.75","0.22","3","2","0.50","1.00","OK"
"8kuxj","0.30","2.22","6","7","0.35","3.27","OK"
"8kuxk","1.00","0.00","1","1","1.00","0.00","OK"
"8kuxp","1.00","0.00","1","3","1.00","0.00","OK"
"8kuy3","1.00","0.00","1","1","1.00","0.00","OK"
"8kuy4","1.00","0.00","1","1","1.00","0.00","OK"
"8kuy9","1.00","0.00","1","1","1.00","0.00","OK"
"8kuyg","0.14","169.91","140","200","0.11","613.11","OK"
"8kuyp","1.00","0.00","1","1","1.00","0.00","OK"
"8kuys","0.82","0.38","9","26","0.36","5.41","OK"
"8kuze","0.86","0.14","5","3","0.43","3.56","OK"
"8kuzg","0.19","16.22","8","6","0.38","5.89","OK"
"8kuzj","0.27","19.73","13","75","0.51","3.54","OK"
"8kuzl","0.53","1.11","11","2","0.13","12.25","OK"
"8kv08","0.00","0.00","289","11","0.00","234.61","OK"
"8kv0e","0.49","6.36","34","24","0.35","43.31","OK"
"8kv0o","0.33","4.00","2","4","0.67","0.25","OK"
"8kv0s","0.02","30570.16","4308","25","0.00","922043.76","Observation"
"8kv3c","0.62","2.73","4","10","0.77","0.81","OK"
"8kv3v","0.32","10.55","28","64","0.22","46.75","Fraud"
"8kv42","0.50","0.00","1","2","1.00","0.00","OK"
"8kv4a","0.67","0.25","1","6","1.00","0.00","OK"
"8kv4d","1.00","0.00","1","1","1.00","0.00","OK"
"8kv4k","0.08","34.67","5","19","0.53","2.30","OK"
"8kv4v","0.33","17.65","16","110","0.48","5.90","OK"
"8kv4x","1.00","0.00","1","3","1.00","0.00","OK"
"8kv5a","1.00","0.00","1","1","1.00","0.00","OK"
"8kv5w","0.02","1550.32","68","31","0.08","337.06","Fraud"
"8kv5y","1.00","0.00","1","1","1.00","0.00","OK"
"8kv6q","1.00","0.00","1","1","1.00","0.00","OK"
"8kv6v","0.17","74.49","40","31","0.08","220.16","Fraud"
"8kv6y","0.75","1.13","2","35","0.80","0.19","OK"
"8kv74","0.32","18.36","57","13","0.10","206.86","OK"
"8kv77","0.40","0.25","2","4","0.80","0.19","OK"
"8kv7n","0.01","625.00","106","10","0.04","1252.76","Fraud"
"8kv7x","0.01","3562.89","102","10","0.04","1083.56","Fraud"
"8kv80","0.14","0.00","7","1","0.14","0.00","OK"
"8kv8i","1.00","0.00","1","4","1.00","0.00","OK"
"8kv8s","0.63","0.74","2","15","0.79","0.20","OK"
"8kv90","0.28","30.59","7","67","0.54","1.60","OK"
"8kv97","0.41","7.72","124","42","0.23","350.05","OK"
"8kv9a","0.75","0.79","31","19","0.34","44.58","OK"
"8kv9b","0.88","0.12","12","5","0.31","19.36","OK"
"8kvad","0.50","3.06","27","11","0.11","107.65","OK"
"8kvas","0.56","2.41","48","18","0.21","113.51","OK"
"8kvax","0.57","1.26","11","59","0.53","3.26","OK"
"8kvb3","0.75","0.22","3","2","0.50","1.00","OK"
"8kvbe","0.67","0.58","3","7","0.78","0.49","OK"
"8kvbi","1.00","0.00","2","1","0.50","0.00","OK"
"8kvc4","0.03","0.00","17","9","0.23","39.11","OK"
"8kvc7","0.12","117.56","4","14","0.54","0.84","OK"
"8kvc8","0.67","0.25","2","2","0.67","0.25","OK"
"8kvcs","1.00","0.00","1","2","1.00","0.00","OK"
"8kvct","1.00","0.00","1","1","1.00","0.00","OK"
"8kvdh","0.71","0.64","3","4","0.57","0.69","OK"
"8kve7","0.32","24.08","11","94","0.46","3.75","OK"
"8kvec","0.63","1.09","9","46","0.53","2.59","OK"
"8kven","0.75","0.65","2","38","0.86","0.13","OK"
"8kveo","0.48","9.99","7","82","0.59","1.62","OK"
"8kveq","0.85","0.21","4","27","0.79","0.41","OK"
"8kvey","0.71","0.64","6","2","0.29","6.25","OK"
"8kvfl","1.00","0.00","1","1","1.00","0.00","OK"
"8kvfn","0.80","0.19","1","5","1.00","0.00","OK"
"8kvfr","0.20","141.10","889","68","0.06","11404.68","OK"
"8kvg3","1.00","0.00","1","1","1.00","0.00","OK"
"8kvgc","1.00","0.00","1","1","1.00","0.00","OK"
"8kvgp","1.00","0.00","1","1","1.00","0.00","OK"
"8kvgr","0.93","0.07","2","14","0.93","0.07","OK"
"8kvgs","0.31","11.19","5","8","0.62","1.73","OK"
"8kvh1","0.92","0.08","9","4","0.31","11.19","OK"
"8kvh9","0.25","0.00","4","1","0.25","0.00","OK"
"8kvhd","0.60","1.22","4","7","0.70","1.10","OK"
"8kvhi","0.11","1689.63","199","223","0.09","714.59","OK"
"8kvhp","1.00","0.00","1","4","1.00","0.00","OK"
"8kvhz","1.00","0.00","1","1","1.00","0.00","OK"
"8kvie","1.00","0.00","1","4","1.00","0.00","OK"
"8kvil","0.86","0.14","3","5","0.71","0.64","OK"
"8kvim","0.22","63.01","384","143","0.20","1018.56","OK"
"8kviw","0.32","24.11","295","125","0.27","684.83","OK"
"8kvj1","0.39","5.70","5","55","0.65","0.90","OK"
"8kvjl","1.00","0.00","1","1","1.00","0.00","OK"
"8kvkh","1.00","0.00","1","1","1.00","0.00","OK"
"8kvkj","0.44","0.19","4","5","0.56","1.36","OK"
"8kvkq","0.54","2.61","6","54","0.64","0.99","OK"
"8kvkw","0.50","4.80","15","130","0.49","3.77","OK"
"8kvl0","0.49","5.12","13","76","0.49","3.09","OK"
"8kvl1","0.38","43.47","12","72","0.48","5.01","OK"
"8kvl2","0.35","22.18","33","157","0.25","24.23","OK"
"8kvl6","0.35","16.67","29","108","0.27","22.41","OK"
"8kvl7","0.22","227.90","70","148","0.18","101.15","OK"
"8kvl8","1.00","0.00","1","1","1.00","0.00","OK"
"8kvlp","0.29","29.36","46","102","0.22","39.68","OK"
"8kvlq","0.89","0.11","2","7","0.78","0.20","OK"
"8kvm0","0.21","98.31","111","9","0.03","1150.44","OK"
"8kvm1","0.20","49.21","88","5","0.02","716.96","OK"
"8kvm2","0.07","779.30","514","12","0.01","24821.39","OK"
"8kvm6","0.16","184.19","208","16","0.03","3984.25","OK"
"8kvm7","0.29","20.36","43","5","0.08","237.04","OK"
"8kvma","1.00","0.00","1","1","1.00","0.00","OK"
"8kvmd","1.00","0.00","2","2","0.67","0.25","OK"
"8kvmf","0.67","1.25","6","30","0.63","1.31","OK"
"8kvmo","0.10","0.22","2","23","0.79","0.19","OK"
"8kvmr","0.33","19.57","24","127","0.33","15.62","OK"
"8kvna","0.23","43.14","56","319","0.26","41.37","OK"
"8kvnb","0.13","448.04","74","7","0.04","712.57","Observation"
"8kvnu","0.75","0.22","1","8","1.00","0.00","OK"
"8kvo1","0.44","5.04","13","15","0.16","12.33","OK"
"8kvos","0.83","0.16","4","2","0.33","1.00","OK"
"8kvot","0.92","0.08","1","13","1.00","0.00","OK"
"8kvpb","0.03","0.00","15","9","0.28","18.25","OK"
"8kvpc","0.74","0.37","6","11","0.58","2.20","OK"
"8kvpe","0.42","6.24","4","18","0.75","0.56","OK"
"8kvpg","0.20","0.00","3","2","0.40","0.25","OK"
"8kvpr","1.00","0.00","1","1","1.00","0.00","OK"
"8kvpw","0.73","0.65","4","18","0.69","0.69","OK"
"8kvq0","0.63","1.24","9","12","0.38","7.06","OK"
"8kvqh","0.59","0.80","3","25","0.86","0.29","OK"
"8kvqm","0.68","0.99","10","37","0.59","3.02","OK"
"8kvqp","0.25","0.00","1","4","1.00","0.00","OK"
"8kvr5","1.00","0.00","1","3","1.00","0.00","OK"
"8kvr9","1.00","0.00","1","1","1.00","0.00","OK"
"8kvrh","1.00","0.00","2","1","0.50","0.00","OK"
"8kvrr","0.33","0.00","2","2","0.67","0.25","OK"
"8kvry","0.75","0.22","3","2","0.50","1.00","OK"
"8kvs0","0.22","57.94","21","18","0.15","43.25","OK"
"8kvs1","1.00","0.00","1","1","1.00","0.00","OK"
"8kvs9","0.20","16.00","6","5","0.50","4.00","OK"
"8kvsu","0.40","3.63","12","12","0.30","12.22","OK"
"8kvtr","1.00","0.00","2","1","0.50","0.00","OK"
"8kvtw","1.00","0.00","1","1","1.00","0.00","OK"
"8kvty","0.19","101.37","644","122","0.11","3357.77","OK"
"8kvu3","1.00","0.00","1","1","1.00","0.00","OK"
"8kvu7","0.60","0.89","7","4","0.40","6.75","OK"
"8kvug","0.11","470.64","15","17","0.18","15.07","OK"
"8kvuh","0.79","0.38","4","20","0.71","0.54","OK"
"8kvv2","0.34","19.49","76","76","0.23","93.59","Observation"
"8kvv3","0.50","0.00","1","4","1.00","0.00","OK"
"8kvv4","0.33","29.34","243","126","0.27","460.63","OK"
"8kvv6","0.05","3838.62","279","89","0.03","4410.47","OK"
"8kvv7","0.22","72.68","31","30","0.16","44.40","OK"
"8kvv8","1.00","0.00","1","1","1.00","0.00","OK"
"8kvvd","0.10","477.01","130","87","0.08","747.17","OK"
"8kvvh","0.19","90.49","60","37","0.10","182.65","Observation"
"8kvxs","1.00","0.00","1","1","1.00","0.00","OK"
"8kvy3","0.33","0.00","1","3","1.00","0.00","OK"
"8kvyf","0.72","0.71","10","15","0.52","5.00","OK"
"8kvyo","0.30","27.69","488","51","0.08","4540.79","OK"
"8kvyr","0.79","0.33","3","28","0.74","0.37","OK"
"8kvzp","1.00","0.00","1","2","1.00","0.00","OK"
"8kw03","0.25","0.00","2","2","0.50","0.00","OK"
"8kw0f","0.14","88.56","76","67","0.08","341.63","Observation"
"8kw0n","0.67","0.50","7","6","0.50","5.00","OK"
"8kw15","0.13","0.00","2","7","0.88","0.12","OK"
"8kw19","0.28","43.78","477","61","0.11","3647.32","OK"
"8kw1q","0.57","1.44","7","12","0.43","4.06","OK"
"8kw28","1.00","0.00","1","2","1.00","0.00","OK"
"8kw2n","1.00","0.00","1","1","1.00","0.00","OK"
"8kw39","1.00","0.00","1","1","1.00","0.00","OK"
"8kw3g","0.14","347.43","60","234","0.14","66.51","OK"
"8kw4u","0.75","0.22","3","2","0.50","1.00","OK"
"8kw4v","0.03","36217.17","547","63","0.02","9404.79","Fraud"
"8kw4x","0.67","0.25","2","9","0.75","0.22","OK"
"8kw4z","0.08","773.98","20","31","0.15","35.13","OK"
"8kw53","0.71","0.64","1","7","1.00","0.00","OK"
"8kw5p","0.50","0.00","1","2","1.00","0.00","OK"
"8kw5u","0.02","3054.09","146","11","0.02","2866.25","Fraud"
"8kw6d","0.60","0.22","2","4","0.80","0.19","OK"
"8kw70","1.00","0.00","1","3","1.00","0.00","OK"
"8kwzo","0.07","134.75","11","13","0.22","9.17","OK"
"8kwzv","0.47","2.18","10","31","0.42","5.71","OK"
"8kwzx","0.01","11556.25","21","26","0.08","36.00","Fraud"
"8kwzy","0.14","79.00","12","14","0.25","17.14","OK"
"8kx0a","1.00","0.00","1","1","1.00","0.00","OK"
"8kx0h","0.13","0.00","3","5","0.63","0.64","OK"
"8kx0o","0.29","209.78","149","38","0.14","556.71","OK"
"8kx0y","0.04","289.00","7","17","0.33","5.00","OK"
"8kx17","1.00","0.00","3","1","0.33","0.00","OK"
"8kx19","0.56","1.56","3","26","0.72","0.54","OK"
"8kx1q","1.00","0.00","1","1","1.00","0.00","OK"
"8kx1z","1.00","0.00","1","1","1.00","0.00","Observation"
"8kx21","1.00","0.00","1","1","1.00","0.00","OK"
"8kx25","0.16","2.89","6","8","0.42","2.48","OK"
"8kx29","1.00","0.00","1","1","1.00","0.00","OK"
"8kx2a","1.00","0.00","1","1","1.00","0.00","OK"
"8kx2d","0.26","66.04","36","47","0.15","35.84","Fraud"
"8kx2g","1.00","0.00","1","1","1.00","0.00","OK"
"8kx2r","0.57","0.69","2","6","0.86","0.14","OK"
"8kx2u","0.27","40.23","21","18","0.09","49.73","Fraud"
"8kx2w","0.04","576.00","11","18","0.36","4.95","OK"
"8kx31","0.04","36069.73","650","198","0.02","6266.04","OK"
"8kx33","0.67","0.25","3","1","0.33","0.00","OK"
"8kx37","0.60","2.16","53","1","0.02","0.00","OK"
"8kx3a","0.31","3.36","32","1","0.03","0.00","OK"
"8kx3b","0.40","2.25","2","4","0.80","0.19","OK"
"8kx3c","0.02","0.00","8","11","0.22","2.61","OK"
"8kx3f","0.21","59.31","21","20","0.17","34.46","OK"
"8kx3i","0.05","0.00","4","11","0.55","0.88","OK"
"8kx3q","0.35","8.37","32","68","0.28","21.40","OK"
"8kx3r","0.67","0.25","3","1","0.33","0.00","OK"
"8kx47","0.17","0.00","6","1","0.17","0.00","OK"
"8kx4j","0.67","0.25","2","2","0.67","0.25","OK"
"8kx5a","0.01","25689.56","42","13","0.04","296.54","OK"
"8kx5c","0.74","0.66","2","17","0.89","0.10","OK"
"8kx5g","0.68","0.72","11","8","0.32","11.61","OK"
"8kx5q","1.00","0.00","1","1","1.00","0.00","Observation"
"8kx6b","1.00","0.00","1","1","1.00","0.00","Observation"
"8kx86","0.50","0.00","1","2","1.00","0.00","Observation"
"8kxdu","0.70","0.39","3","13","0.65","0.56","OK"
"8kxe3","1.00","0.00","1","4","1.00","0.00","OK"
"8kxee","0.24","63.57","77","89","0.15","123.11","OK"
"8kxef","1.00","0.00","1","1","1.00","0.00","OK"
"8kxel","0.10","0.00","2","8","0.80","0.19","Fraud"
"8kxem","0.09","0.00","2","10","0.91","0.09","Fraud"
"8kxep","0.05","0.00","3","11","0.58","0.56","OK"
"8kxer","0.26","9.09","13","11","0.09","3.17","OK"
