"partnerid","TimeatVariance1Min","TimeatVariance5Min","TimeatVariance3Hr","TimeatVariance6Hr","status"
"8kvmd","0.00","0.00","0.00","0.00","OK"
"8kvmf","0.00","0.08","4.00","11.17","OK"
"8kvmo","0.56","3.47","0.22","20.25","OK"
"8kvmr","0.10","0.52","72.64","246.46","OK"
"8kvna","0.25","1.52","236.64","945.82","OK"
"8kvnb","0.12","0.87","417.86","1442.19","Observation"
"8kvnu","0.00","0.00","0.64","0.64","OK"
"8kvo1","0.04","0.15","5.16","16.95","OK"
"8kvos","0.16","0.16","0.16","0.16","OK"
"8kvot","0.00","0.00","0.41","0.47","OK"
"8kvpb","0.00","0.09","2.40","6.56","OK"
"8kvpc","0.00","0.05","0.78","2.14","OK"
"8kvpe","0.00","0.16","1.17","2.00","OK"
"8kvpg","0.00","0.00","0.22","0.25","OK"
"8kvpr","0.00","0.00","0.00","0.00","OK"
"8kvpw","0.20","0.42","1.80","1.88","OK"
"8kvq0","0.09","0.34","2.50","5.36","OK"
"8kvqh","0.00","0.00","0.90","1.87","OK"
"8kvqm","0.00","0.09","5.81","12.44","OK"
"8kvqp","0.22","0.22","1.00","1.00","OK"
"8kvr5","0.00","0.00","0.00","0.00","OK"
"8kvr9","0.00","0.00","0.00","0.00","OK"
"8kvrh","0.00","0.00","0.00","0.00","OK"
"8kvrr","0.00","0.00","0.00","0.00","OK"
"8kvry","0.00","0.00","0.22","1.00","OK"
"8kvs0","0.09","0.57","10.43","25.61","OK"
"8kvs1","0.00","0.00","0.00","0.00","OK"
"8kvs9","0.00","0.00","0.24","0.22","OK"
"8kvsu","0.07","0.15","16.25","19.00","OK"
"8kvtr","0.00","0.00","0.00","0.00","OK"
"8kvtw","0.00","0.00","0.00","0.00","OK"
"8kvty","0.24","1.30","185.11","698.25","OK"
"8kvu3","0.00","0.00","0.00","0.00","OK"
"8kvu7","0.00","0.00","0.53","0.89","OK"
"8kvug","0.16","0.81","17.07","29.44","OK"
"8kvuh","0.00","0.04","1.19","1.72","OK"
"8kvv2","0.13","0.93","180.76","477.92","Observation"
"8kvv3","0.22","0.22","0.00","0.00","OK"
"8kvv4","0.09","0.40","74.52","275.33","OK"
"8kvv6","2.42","37.39","24147.19","84897.87","OK"
"8kvv7","0.09","0.57","78.31","289.06","OK"
"8kvv8","0.00","0.00","0.00","0.00","OK"
"8kvvd","1.06","14.22","5170.25","14644.99","OK"
"8kvvh","0.19","1.05","349.32","1117.70","Observation"
"8kvxs","0.00","0.00","0.00","0.00","OK"
"8kvy3","0.00","0.00","0.00","0.25","OK"
"8kvyf","0.07","0.13","2.78","4.96","OK"
"8kvyo","0.12","0.67","100.32","320.86","OK"
"8kvyr","0.05","0.05","3.12","6.79","OK"
"8kvzp","0.00","0.00","0.00","0.00","OK"
"8kw03","0.00","0.00","0.00","0.00","OK"
"8kw0f","16.80","398.05","40416.67","40416.67","Observation"
"8kw0n","0.00","0.08","1.06","2.00","OK"
"8kw15","0.22","0.22","1.00","1.00","OK"
"8kw19","0.09","0.48","123.03","457.94","OK"
"8kw1q","0.07","0.14","5.06","6.54","OK"
"8kw28","0.00","0.00","0.00","0.00","OK"
"8kw2n","0.00","0.00","0.00","0.00","OK"
"8kw39","0.00","0.00","0.00","0.00","OK"
"8kw3g","0.45","3.87","1586.60","4118.40","OK"
"8kw4u","0.00","0.00","0.00","0.22","OK"
"8kw4v","0.69","7.48","4899.80","16826.39","Fraud"
"8kw4x","0.00","0.00","0.50","1.04","OK"
"8kw4z","0.12","0.95","38.30","98.59","OK"
"8kw53","0.00","0.14","1.69","1.69","OK"
"8kw5p","0.00","0.00","0.00","0.00","OK"
"8kw5u","0.66","10.07","1522.68","1685.69","Fraud"
"8kw6d","0.00","0.19","0.22","0.22","OK"
"8kw70","0.00","0.00","0.00","0.00","OK"
"8kwzo","0.05","0.35","16.44","72.56","OK"
"8kwzv","0.04","0.21","11.38","20.41","OK"
"8kwzx","48.30","788.98","3332.58","3332.58","Fraud"
"8kwzy","1.13","13.74","156.16","156.16","OK"
"8kx0a","0.00","0.00","0.00","0.00","OK"
"8kx0h","0.00","0.56","1.44","2.89","OK"
"8kx0o","0.12","0.96","122.80","672.56","OK"
"8kx0y","17.67","156.22","289.00","289.00","OK"
"8kx17","0.00","0.00","0.00","0.00","OK"
"8kx19","0.00","0.03","1.36","1.84","OK"
"8kx1q","0.00","0.00","0.00","0.00","OK"
"8kx1z","0.00","0.00","0.00","0.00","Observation"
"8kx21","0.00","0.00","0.00","0.00","OK"
"8kx25","3.14","2.89","0.00","0.00","OK"
"8kx29","0.00","0.00","0.00","0.00","OK"
"8kx2a","0.00","0.00","0.00","0.00","OK"
"8kx2d","0.04","1.11","400.41","1174.81","Fraud"
"8kx2g","0.00","0.00","0.00","0.00","OK"
"8kx2r","0.00","0.00","0.64","0.69","OK"
"8kx2u","0.12","1.25","284.25","850.22","Fraud"
"8kx2w","1.52","7.58","576.00","576.00","OK"
"8kx31","4.89","76.94","44022.83","103310.37","OK"
"8kx33","0.25","0.25","0.00","0.00","OK"
"8kx37","0.04","0.22","9.81","42.47","OK"
"8kx3a","0.00","0.12","37.56","4.00","OK"
"8kx3b","0.00","0.00","0.89","0.89","OK"
"8kx3c","0.60","7.29","361.00","361.00","OK"
"8kx3f","0.19","1.00","77.43","67.36","OK"
"8kx3i","0.31","1.20","4.50","27.56","OK"
"8kx3q","0.08","0.38","49.58","237.39","OK"
"8kx3r","0.00","0.00","0.00","0.25","OK"
"8kx47","0.00","0.00","0.00","0.00","OK"
"8kx4j","0.00","0.25","0.25","0.25","OK"
"8kx5a","18.63","141.87","8896.22","3600.00","OK"
"8kx5c","0.05","0.20","10.89","30.25","OK"
"8kx5g","0.00","0.12","9.19","48.22","OK"
"8kx5q","0.00","0.00","0.00","0.00","Observation"
"8kx6b","0.00","0.00","0.00","0.00","Observation"
"8kx86","0.00","0.00","0.00","0.00","Observation"
"8kxdu","0.10","0.10","1.00","2.75","OK"
"8kxe3","0.00","0.00","0.22","0.22","OK"
"8kxee","0.48","4.01","1939.14","11868.19","OK"
"8kxef","0.00","0.00","0.00","0.00","OK"
"8kxel","1.25","16.00","0.00","0.00","Fraud"
"8kxem","3.56","0.00","0.00","0.00","Fraud"
"8kxep","5.81","42.25","0.00","0.00","OK"
"8kxer","0.20","0.51","15.55","29.62","OK"
"8kxev","0.00","0.00","0.00","0.00","OK"
"8kxew","0.00","0.00","0.00","0.00","OK"
"8kxez","0.00","0.00","0.00","0.00","OK"
"8kxf2","136.76","4220.24","0.00","0.00","OK"
"8kxf4","0.00","0.05","3.81","9.72","OK"
"8kxfb","0.10","0.61","63.23","183.79","OK"
"8kxfu","0.00","0.00","0.00","0.00","OK"
"8kxgk","0.00","0.16","0.67","0.67","OK"
"8kxgm","0.54","3.81","0.40","16.22","OK"
"8kxgs","1.47","12.72","1887.75","2672.44","Fraud"
"8kxgt","1.04","4.27","218.09","811.98","OK"
"8kxgu","0.15","0.94","286.25","1033.05","OK"
"8kxgv","2.15","15.84","3723.98","7166.81","Fraud"
"8kxgy","0.00","0.00","1.89","1.89","OK"
"8kxhd","0.00","0.00","0.00","0.00","OK"
"8kxhn","0.00","0.05","0.72","2.17","OK"
"8kxhp","0.00","0.00","0.00","0.00","OK"
"8kxhq","10.84","236.00","257267.08","282929.94","OK"
"8kxij","13.05","279.13","254325.00","301294.25","Fraud"
"8kxik","0.19","0.19","0.89","0.89","OK"
"8kxim","0.00","0.00","0.00","0.00","OK"
"8kxj4","0.00","0.00","0.14","0.24","OK"
"8kxj8","10.45","12.80","306.25","306.25","OK"
"8kxjw","0.56","4.58","212.39","448.77","OK"
"8kxjy","0.12","1.03","36.55","75.89","OK"
"8kxkx","1.76","21.56","347.24","1354.44","Observation"
"8kxl2","0.00","0.00","0.00","0.00","OK"
"8kxl3","15.34","260.00","215296.00","215296.00","Fraud"
"8kxla","0.11","0.30","5.62","15.88","OK"
"8kxlk","0.15","1.02","248.29","1072.54","OK"
"8kxll","8.04","51.23","13583.79","25081.02","OK"
"8kxlo","0.00","0.17","1.53","3.25","OK"
"8kxlp","0.65","6.71","250.18","819.47","OK"
"8kxlq","0.02","0.06","11.06","28.17","OK"
"8kxlr","0.40","3.04","891.91","3780.84","OK"
"8kxlt","0.32","4.24","36.59","146.15","OK"
"8kxlv","0.85","10.93","79.92","365.15","Fraud"
"8kxly","8.74","273.42","862.37","5243.67","Fraud"
"8kxm0","0.69","11.50","3.84","18.67","OK"
"8kxm9","3.89","15.43","57.91","162.25","OK"
"8kxmh","0.41","2.07","749.06","2121.70","Fraud"
"8kxml","0.46","1.35","4.56","12.67","OK"
"8kxmm","0.00","0.00","0.00","0.00","OK"
"8kxmo","0.00","0.08","0.50","0.67","OK"
"8kxn2","0.00","0.00","0.00","0.00","OK"
"8kxn5","0.08","0.83","4.58","4.99","OK"
"8kxnk","1.19","1.19","1.19","1.19","OK"
"8kxnl","6.18","177.33","171949.67","128854.64","OK"
"8kxnm","17.65","77.37","5837.10","18926.19","Fraud"
"8kxnn","13.49","170.19","1062.75","1126.22","Observation"
"8kxnw","0.02","0.11","13.62","30.41","OK"
"8kxo5","0.00","0.00","0.00","0.00","OK"
"8kxoj","0.14","0.63","87.16","285.41","Observation"
"8kxom","0.20","1.26","52.85","122.73","OK"
"8kxor","0.00","0.00","3.44","5.50","OK"
"8kxos","0.00","0.00","0.00","0.00","OK"
"8kxox","0.00","0.00","1.36","1.69","OK"
"8kxoy","0.08","0.26","57.74","171.61","Fraud"
"8kxp5","0.00","0.00","0.00","0.00","OK"
"8kxpa","0.00","0.00","0.00","0.00","OK"
"8kxpd","0.00","0.00","0.77","2.92","OK"
"8kxpq","0.05","1.41","15.98","24.98","OK"
"8kxpv","3.72","85.56","0.00","0.00","OK"
"8kxq6","0.56","6.01","4085.66","15209.31","OK"
"8kxqd","1.59","3.16","100.24","97.69","OK"
"8kxqf","0.00","0.00","0.00","0.00","OK"
"8kxqj","0.07","0.69","49.24","70.67","OK"
"8kxqk","6.61","30.24","1188.78","7171.00","Observation"
"8kxqm","0.99","2.59","51.72","75.43","OK"
"8kxqw","0.12","0.61","9.17","19.67","OK"
"8kxr9","0.28","2.21","962.31","3075.06","Observation"
"8kxrb","0.03","1.15","240.81","276.16","Observation"
"8kxrc","0.17","1.11","169.00","0.00","OK"
"8kxre","0.35","2.42","590.29","2089.91","Observation"
"8kxri","0.00","0.08","3.37","6.43","OK"
"8kxrj","0.00","0.10","1.38","4.23","OK"
"8kxrs","0.00","0.28","16.24","61.20","OK"
"8kxtp","0.00","0.00","1.06","2.56","OK"
"8kxvk","0.05","0.34","53.50","185.25","OK"
"8kxxf","0.08","0.10","3.88","10.31","OK"
"8kxzn","0.00","0.00","0.00","0.00","OK"
"8kxzu","0.13","0.65","92.25","385.82","OK"
"8ky0g","0.00","0.00","0.00","0.00","OK"
"8ky0o","0.00","0.00","0.12","0.56","OK"
"8ky15","0.03","0.03","1.16","4.02","OK"
"8ky18","0.00","0.00","0.00","0.00","OK"
"8ky1v","0.00","0.00","0.24","0.22","OK"
"8ky22","0.04","0.15","1.85","3.88","OK"
"8ky2b","0.00","0.00","0.25","0.25","OK"
"8ky2f","0.00","0.00","0.00","0.00","OK"
"8ky2l","0.00","0.00","0.00","0.00","OK"
"8ky2n","0.00","0.00","0.00","0.00","OK"
"8ky46","0.44","0.68","60.99","205.04","OK"
"8ky4j","0.06","0.64","1.36","4.50","OK"
"8ky4k","0.06","0.09","3.58","7.31","OK"
"8ky4n","0.14","0.14","0.24","1.69","OK"
"8ky4r","0.00","0.00","0.00","0.00","OK"
"8ky4x","0.00","0.00","0.00","0.00","OK"
"8ky50","0.00","0.00","0.00","0.00","OK"
"8ky5c","0.00","0.13","2.80","2.80","OK"
"8ky5s","0.00","0.00","0.00","0.00","OK"
"8ky6d","0.00","0.00","0.25","0.25","OK"
"8ky6h","0.45","4.64","276.81","196.22","Fraud"
"8ky6n","1.55","4.80","253.14","586.89","Fraud"
"8ky6u","0.08","0.44","0.00","0.00","OK"
"8ky6v","0.10","1.10","52.16","112.75","OK"
"8ky77","0.00","0.22","0.22","0.22","OK"
"8ky8n","0.00","0.00","0.25","0.25","OK"
"8ky8r","0.00","0.00","0.00","0.25","OK"
"8ky93","0.00","0.00","0.19","0.89","OK"
"8ky9n","0.00","0.00","0.00","0.00","OK"
"8kyao","0.00","0.00","0.00","0.00","OK"
"8kyb9","0.00","0.00","0.00","0.24","OK"
"8kybc","0.00","0.00","0.00","0.00","OK"
"8kybl","1.43","17.59","12155.18","43384.18","OK"
"8kybu","0.00","0.00","0.00","0.00","OK"
"8kyc0","0.19","0.19","0.19","0.19","OK"
"8kycf","0.00","0.00","0.00","0.00","OK"
"8kycw","0.03","0.20","9.04","21.24","OK"
"8kydv","0.14","0.75","109.84","448.56","Fraud"
"8kygk","0.03","0.12","4.01","4.89","OK"
"8kygl","0.25","0.00","0.00","0.00","OK"
"8kygo","0.00","0.00","0.00","0.00","OK"
"8kygq","0.13","0.37","33.26","79.31","OK"
"8kygz","0.00","0.00","0.00","0.00","OK"
"8kyhj","0.00","0.00","0.00","0.00","OK"
"8kyiq","0.07","0.07","0.24","0.69","OK"
"8kyjt","0.00","0.00","0.44","0.50","OK"
"8kyk5","0.01","0.11","5.93","21.93","OK"
"8kyka","0.00","0.00","0.00","0.00","OK"
"8kyl4","0.06","0.16","6.79","18.08","OK"
"8kyl5","0.82","1.30","213.56","213.56","OK"
"8kyld","0.00","0.10","3.58","10.79","OK"
"8kymr","0.00","0.00","0.25","0.25","OK"
"8kynd","0.10","0.10","0.44","0.56","OK"
"8kynk","0.00","0.00","0.25","0.25","OK"
"8kyov","0.45","3.79","1973.67","6976.83","Fraud"
"8kyow","0.19","0.89","0.89","0.89","OK"
"8kyoy","0.00","0.00","0.00","0.00","OK"
"8kyp1","0.00","1.09","34.08","51.72","OK"
"8kyp7","0.00","0.00","0.00","0.00","OK"
"8kyp8","0.00","0.00","0.64","1.69","OK"
"8kypd","0.11","0.17","9.44","15.92","OK"
"8kypr","0.04","0.04","1.09","2.36","OK"
"8kyqu","0.00","0.00","0.00","0.00","OK"
"8kyre","0.00","0.00","0.00","0.00","OK"
"8kysj","0.00","0.00","0.08","0.22","OK"
"8kyss","0.00","0.00","0.00","0.00","OK"
"8kytg","0.00","0.00","0.00","0.00","OK"
"8kyu8","0.00","0.00","0.75","0.75","OK"
"8kyvb","1.10","11.59","5358.04","22533.87","OK"
"8kyvg","0.00","0.00","0.00","0.00","OK"
"8kyvt","0.00","0.00","0.00","0.00","OK"
"8kyvw","0.07","0.10","1.00","1.92","OK"
"8kyw0","0.00","0.00","0.00","0.22","OK"
"8kyw6","0.07","1.09","3.92","7.04","OK"
"8kywb","0.11","0.45","13.24","26.38","OK"
"8kywm","0.00","0.00","0.00","0.00","OK"
"8kywq","0.00","0.00","0.00","0.00","OK"
"8kywy","0.16","0.32","6.89","13.60","OK"
"8kyxs","0.00","0.00","0.00","0.00","OK"
"8kyxz","0.00","0.00","0.00","0.00","OK"
"8kyyv","0.00","0.00","0.20","0.47","OK"
"8kyz1","0.00","0.00","0.20","0.94","OK"
"8kyzp","229.82","5057.52","999999.99","999999.99","OK"
"8kz2d","0.25","0.25","1.00","1.00","OK"
"8kz2e","0.00","0.00","0.00","0.00","OK"
"8kz2y","0.00","0.00","0.00","0.00","OK"
"8kz4p","0.00","0.00","0.00","0.00","OK"
"8kz5j","0.00","0.12","0.56","0.56","OK"
"8kz64","0.06","0.17","6.33","14.44","OK"
"8kz6l","0.00","0.00","0.00","0.00","OK"
"8kz6p","0.19","1.23","353.46","1124.49","Fraud"
"8kz6r","0.00","0.00","0.00","0.00","OK"
"8kz74","0.00","0.00","0.00","0.00","OK"
"8kz7h","0.00","0.00","0.00","0.00","OK"
"8kz7i","0.00","0.00","0.00","0.00","OK"
"8kz7z","0.00","0.07","1.71","2.89","OK"
"8kz81","0.09","0.09","1.14","1.27","OK"
"8kz84","0.04","0.31","30.50","120.70","OK"
"8kz8a","0.03","0.03","1.66","2.44","OK"
"8kz9c","0.00","0.10","0.56","0.56","OK"
"8kz9e","0.00","0.11","0.11","0.11","OK"
"8kz9f","0.52","5.18","3210.92","11510.53","OK"
"8kz9k","0.00","0.00","0.00","0.00","OK"
"8kz9x","0.00","0.00","0.00","0.00","OK"
"8kzaf","0.00","0.00","0.00","0.00","OK"
"8kzbb","31.34","553.51","220235.78","747169.51","OK"
"8kzbg","0.53","1.00","1.91","2.32","OK"
"8kzd5","0.00","0.00","0.22","0.22","OK"
"8kzds","0.00","0.00","0.19","1.10","OK"
"8kzen","0.07","0.10","0.68","1.69","OK"
"8kzep","0.05","0.29","2.83","7.65","OK"
"8kzer","0.05","0.15","0.91","1.43","OK"
"8kzes","0.00","0.00","0.00","0.00","OK"
"8kzf2","0.00","0.00","0.00","0.00","OK"
"8kzf5","0.00","0.00","0.00","0.00","OK"
"8kzfo","0.07","0.16","5.80","9.81","OK"
"8kzgc","0.00","0.00","0.00","0.00","OK"
"8kzgf","0.00","0.00","0.00","0.25","OK"
"8kzhr","0.00","0.00","0.25","0.25","OK"
"8kzhu","0.00","0.00","0.00","0.00","OK"
"8kzhz","0.00","0.00","0.36","0.89","OK"
"8kzi1","0.00","0.00","0.00","0.00","OK"
"8kzi5","0.00","0.00","0.00","0.00","OK"
"8kzjk","0.10","0.44","72.09","203.41","Fraud"
"8kzjq","0.00","0.07","2.13","6.54","OK"
"8kzjy","0.00","0.00","0.25","0.25","OK"
"8kzkc","0.00","0.19","0.19","0.19","OK"
"8kzkl","0.07","0.22","2.84","8.63","OK"
"8kzkp","0.00","0.00","0.22","0.22","OK"
"8kzkq","0.00","0.00","0.00","0.00","OK"
"8kzl3","0.00","0.25","0.25","0.25","OK"
"8kzl6","0.00","0.00","0.00","0.00","OK"
"8kzlb","0.00","0.00","0.00","0.00","OK"
"8kzll","0.03","0.11","6.66","6.79","OK"
"8kzlm","0.00","0.00","0.00","0.00","OK"
"8kzm1","0.14","0.69","133.29","502.09","Fraud"
"8kzmh","0.00","0.00","0.00","0.00","OK"
"8kzmx","0.00","0.00","0.00","0.00","OK"
"8kzmy","0.00","0.05","3.52","7.69","OK"
"8kzna","0.73","7.12","3373.80","13684.18","OK"
"8kznn","0.21","1.67","229.20","1161.78","OK"
"8kznw","0.01","0.07","10.56","23.19","OK"
"8kzo4","0.00","0.00","0.12","0.24","OK"
"8kzom","0.00","0.00","0.00","0.00","OK"
"8kzpi","0.00","0.00","0.12","0.22","OK"
"8kzq3","0.00","0.00","0.00","0.00","OK"
"8kzqd","0.13","0.68","80.15","217.51","OK"
"8kzqe","0.00","0.00","0.22","0.00","OK"
"8kzqo","0.00","0.00","0.00","0.00","OK"
"8kzr4","0.04","0.16","7.02","17.48","OK"
"8kzr5","0.07","0.46","7.31","24.96","OK"
"8kzr6","0.03","0.27","17.11","43.24","OK"
"8kzr7","0.03","0.20","19.33","58.69","OK"
"8kzr9","0.00","0.13","5.23","13.75","OK"
"8kzss","0.04","0.22","5.98","14.20","OK"
"8kzst","0.02","0.27","12.65","39.41","OK"
"8kzsu","0.00","0.12","4.78","13.80","OK"
"8kzt1","0.91","11.16","8349.31","23932.38","OK"
"8kztj","0.00","0.00","0.00","0.00","OK"
"8kztp","0.00","0.00","0.00","0.00","OK"
"8kztq","0.03","0.23","16.32","41.16","OK"
"8kzu3","0.00","0.00","0.00","0.14","OK"
"8kzuk","0.02","0.06","2.63","9.24","OK"
"8kzv1","0.05","0.33","21.62","52.41","OK"
"8kzvn","1.36","14.69","8173.32","36561.29","OK"
"8kzw1","0.03","0.05","1.39","3.08","OK"
"8kzwc","0.00","0.00","0.40","0.48","OK"
"8kzwu","0.21","1.33","371.91","830.85","OK"
"8kzx6","0.05","0.10","1.49","2.47","OK"
"8kzxc","0.06","0.13","11.80","20.47","OK"
"8kzxk","0.03","0.22","6.92","15.50","OK"
"8kzxo","0.11","1.36","2.67","2.67","OK"
"8kzxz","13.87","200.36","39907.25","47071.10","OK"
"8kzy2","0.00","0.25","0.00","0.00","OK"
"8kzy5","0.39","3.43","1496.40","3809.41","OK"
"8kzyi","0.42","4.01","1495.32","4492.75","Observation"
"8kzyz","0.00","0.25","0.00","0.00","OK"
"8l004","0.00","0.00","0.00","0.00","OK"
"8l00g","1.48","19.17","14331.59","44514.02","OK"
"8l00h","0.09","0.53","76.76","251.47","Fraud"
"8l00x","0.00","0.00","0.00","0.00","OK"
"8l014","0.25","0.25","0.25","0.67","OK"
"8l01a","0.00","0.00","1.36","1.36","OK"
"8l01b","0.00","0.00","0.00","0.00","OK"
"8l01g","0.01","0.06","5.54","15.24","OK"
"8l01w","0.00","0.00","0.00","0.00","OK"
"8l01y","0.04","0.08","2.24","3.67","OK"
"8l029","0.11","0.49","0.58","0.58","OK"
"8l02e","0.00","0.00","0.00","0.00","OK"
"8l02g","0.00","0.00","0.00","0.25","OK"
"8l02m","0.00","0.00","0.00","0.00","OK"
"8l02n","0.00","0.00","0.00","0.00","OK"
"8l02t","0.08","0.12","1.42","1.85","OK"
"8l02x","0.03","0.20","14.41","50.79","OK"
"8l03g","0.00","0.00","0.00","0.00","OK"
"8l03j","0.03","0.03","4.09","10.36","OK"
"8l046","0.00","0.00","0.00","0.00","OK"
"8l04m","0.00","0.18","2.41","7.63","OK"
"8l04x","0.42","3.00","338.67","289.00","OK"
"8l04z","0.12","0.69","61.39","131.89","OK"
"8l050","0.33","2.25","250.69","278.00","OK"
"8l051","0.37","2.62","402.89","400.00","OK"
"8l052","0.55","2.56","296.22","289.00","OK"
"8l053","0.35","2.75","338.67","306.25","OK"
"8l05k","0.16","2.00","2.00","2.00","OK"
"8l05l","0.11","0.61","75.77","228.21","OK"
"8l05z","0.00","0.00","0.00","0.25","OK"
"8l061","0.03","0.13","4.00","7.34","OK"
"8l063","0.00","0.00","0.92","2.02","OK"
"8l06b","0.00","0.00","0.00","0.00","OK"
"8l071","0.07","0.31","38.94","120.40","OK"
"8l07i","0.06","0.37","49.07","147.35","OK"
"8l07n","0.19","0.19","0.19","0.22","OK"
"8l07q","0.00","0.00","0.00","0.00","OK"
"8l07t","0.00","0.00","0.00","0.00","OK"
"8l08l","0.00","0.00","0.00","0.00","OK"
"8l09b","0.97","3.17","35.93","83.54","OK"
"8l0a0","0.02","0.05","1.68","4.62","OK"
"8l0aq","0.06","0.06","0.44","0.75","OK"
"8l0b4","0.08","0.38","28.11","88.39","OK"
"8l0bl","0.28","2.08","448.85","999.67","Observation"
"8l0bm","0.00","0.00","1.47","6.19","OK"
"8l0c2","0.00","0.12","1.30","1.95","OK"
"8l0ca","0.08","0.58","75.58","218.24","OK"
"8l0cx","2.06","4.69","83.19","102.89","OK"
"8l0e4","0.02","0.11","13.21","47.08","OK"
"8l0f6","0.00","0.08","0.84","2.10","OK"
"8l0fs","0.00","0.00","0.00","0.00","OK"
"8l0fv","0.00","0.00","0.00","0.00","OK"
"8l0fx","0.00","0.00","0.00","0.00","OK"
"8l0gr","0.06","0.52","6.36","9.84","OK"
"8l0ho","0.00","0.19","1.20","1.20","OK"
"8l0i4","0.00","0.00","0.00","0.00","OK"
"8l0io","0.02","0.16","8.64","21.11","OK"
"8l0iu","0.00","0.21","4.64","10.40","OK"
"8l0iv","0.05","0.15","11.52","29.67","OK"
"8l0j8","0.00","0.00","0.00","0.00","OK"
"8l0jf","0.02","0.05","3.31","11.79","OK"
"8l0k0","0.00","0.00","0.00","0.00","OK"
"8l0k9","0.00","0.00","0.00","0.00","OK"
"8l0l8","0.00","0.00","0.00","0.00","OK"
"8l0lh","0.05","0.10","1.22","2.40","OK"
"8l0lm","0.00","0.00","0.00","0.00","OK"
"8l0lv","0.14","0.64","0.69","0.69","OK"
"8l0m2","0.00","0.00","0.00","0.00","OK"
"8l0m9","0.02","0.10","3.42","4.38","OK"
"8l0mw","0.00","0.00","0.14","0.14","OK"
"8l0n5","0.00","0.00","0.14","0.14","OK"
"8l0ng","0.00","0.00","0.24","1.14","OK"
"8l0nw","0.00","0.00","0.58","0.69","OK"
"8l0p1","0.06","0.40","4.93","11.58","OK"
"8l0p8","0.00","0.00","0.00","0.19","OK"
"8l0q6","1.81","25.25","11636.72","27006.98","Fraud"
"8l0r9","0.16","0.16","4.00","4.00","OK"
"8l0rb","2.53","12.29","180.62","364.91","Fraud"
"8l0rp","0.16","0.78","26.88","45.31","OK"
"8l0rq","0.34","2.68","867.64","2450.90","OK"
"8l0rr","0.10","0.22","7.66","12.72","OK"
"8l0sm","0.90","8.58","4309.15","18177.60","OK"
"8l0sw","0.00","0.00","0.12","0.64","OK"
"8l0t1","0.05","0.14","2.69","3.23","OK"
"8l0t3","0.00","0.00","0.00","0.00","OK"
"8l0t6","0.00","0.00","0.10","0.24","OK"
"8l0td","0.00","0.00","0.00","0.00","OK"
"8l0ty","0.00","0.00","0.00","0.25","OK"
"8l0u5","0.00","0.00","0.22","0.22","OK"
"8l0uu","0.50","0.89","13.15","19.80","OK"
"8l0v8","0.71","7.56","4134.69","10072.44","Observation"
"8l0v9","3.99","64.14","58996.33","205163.85","OK"
"8l0w0","0.00","0.00","0.00","0.00","OK"
"8l0wx","0.07","0.37","59.16","144.41","OK"
"8l0wz","0.19","0.19","0.89","0.89","OK"
"8l0x3","0.19","0.68","89.91","347.51","OK"
"8l0x4","0.00","0.25","0.25","0.00","OK"
"8l0x9","0.00","0.00","0.00","0.00","OK"
