partnerid,status,avg_spiky_ReAgCnIpCi,std_spiky_ReAgCnIpCi,night_avg_spiky_ReAgCnIpCi,night_std_spiky_ReAgCnIpCi,morning_avg_spiky_ReAgCnIpCi,morning_std_spiky_ReAgCnIpCi,afternoon_avg_spiky_ReAgCnIpCi,afternoon_std_spiky_ReAgCnIpCi,evening_avg_spiky_ReAgCnIpCi,evening_std_spiky_ReAgCnIpCi,avg_spiky_ReAgCnIp,std_spiky_ReAgCnIp,avg_spiky_ReAgCn,std_spiky_ReAgCn,avg_spiky_iplong,std_spiky_iplong,avg_spiky_agent,std_spiky_agent,night_avg_spiky_agent,night_std_spiky_agent,morning_avg_spiky_agent,morning_std_spiky_agent,afternoon_avg_spiky_agent,afternoon_std_spiky_agent,evening_avg_spiky_agent,evening_std_spiky_agent,avg_spiky_cid,std_spiky_cid,avg_spiky_cntr,std_spiky_cntr,avg_spiky_referer,std_spiky_referer,night_avg_spiky_referer,night_std_spiky_referer,morning_avg_spiky_referer,morning_std_spiky_referer,afternoon_avg_spiky_referer,afternoon_std_spiky_referer,evening_avg_spiky_referer,evening_std_spiky_referer,category_es,category_mc,category_ad,category_co,category_se,category_mg,category_pp,category_in,category_gd,category_ow,total_clicks,distinct_iplong,distinct_agent,distinct_cid,distinct_cntr,distinct_referer,night_click_percent,morning_click_percent,afternoon_click_percent,evening_click_percent,night_referer_percent,morning_referer_percent,afternoon_referer_percent,evening_referer_percent,night_agent_percent,morning_agent_percent,afternoon_agent_percent,evening_agent_percent,avg_total_clicks,std_total_clicks,avg_distinct_iplong,std_distinct_iplong,avg_distinct_agent,std_distinct_agent,avg_distinct_cid,std_distinct_cid,avg_distinct_cntr,std_distinct_cntr,avg_distinct_referer,std_distinct_referer,avg_null_agent,std_null_agent,avg_null_referer,std_null_referer,night_avg_null_referer,night_std_null_referer,morning_avg_null_referer,morning_std_null_referer,afternoon_avg_null_referer,afternoon_std_null_referer,evening_avg_null_referer,evening_std_null_referer,first_15_minute_percent,second_15_minute_percent,third_15_minute_percent,last_15_minute_percent,brand_MAUI_percent,brand_Nokia_percent,brand_Generic_percent,brand_Apple_percent,brand_Blackberry_percent,brand_Samsung_percent,brand_SonyEricsson_percent,brand_LG_percent,brand_other_percent,avg_per_hour_density,std_per_hour_density,cntr_az_percent,cntr_id_percent,cntr_in_percent,cntr_us_percent,cntr_ng_percent,cntr_tr_percent,cntr_ru_percent,cntr_th_percent,cntr_sg_percent,cntr_uk_percent,cntr_other_percent
8iczh,1,2.82,6.28,2.85,6.91,3.35,6.55,2.37,4.76,2.89,6.69,2.84,6.3,2.86,6.32,1.24,0.65,1.62,1.83,1.59,1.5,1.61,1.14,1.59,1.27,1.68,2.77,2.85,5.36,4.83,6.55,3.2,6.66,3.35,7.44,3.35,6.51,2.54,4.9,3.68,7.5,0,0,1,0,0,0,0,0,0,0,787,373,172,110,30,180,0.29,0.2,0.23,0.28,0.3,0.22,0.33,0.27,0.55,0.38,0.41,0.48,262.33,8.73,155.33,12.81,90.67,4.5,52.33,3.3,17.33,2.05,65,11.34,1,0,176,20.05,51.67,4.78,39.33,4.5,36.33,5.25,48.67,10.14,0.26,0.29,0.25,0.2,0.17,0,0.02,0.01,0,0,0,0,0,24,0,0,0.54,0.1,0.04,0,0,0,0,0.01,0,0
8id02,0,1.28,2.33,1.34,3.12,1.31,1.27,1.21,1.24,1.22,1.36,1.31,2.35,1.48,2.55,1.21,1.28,1.62,1.73,1.9,2.4,1.32,0.75,1.5,1.19,1.41,0.91,1.77,3.21,4.66,13.85,6.03,9.43,7.26,13.13,4,3.69,5.85,5.63,5.62,6.44,0,0,1,0,0,0,0,0,0,0,1212,794,273,180,49,73,0.49,0.12,0.16,0.23,0.68,0.19,0.16,0.29,0.64,0.27,0.32,0.42,404,57.71,297,43.87,145.33,7.54,105.67,4.78,32,2.16,31,5.72,0,0,87,12.03,44.33,4.78,12.33,5.79,13,4.97,17.33,3.86,0.25,0.27,0.24,0.24,0.07,0,0,0,0,0,0,0,0,24,0,0.01,0.01,0.6,0.1,0.05,0.04,0.01,0.02,0,0.01,0
8id03,0,1.2,0.87,1.17,1,1.09,0.28,1.3,0.9,1.28,0.99,1.22,0.9,1.23,0.9,1.17,0.5,1.33,0.74,1.33,0.74,1.51,0.97,1.24,0.56,1.28,0.66,5.75,6.46,2.88,2.87,1.21,0.85,1.2,0.94,1.14,0.55,1.28,0.85,1.26,0.93,0,0,1,0,0,0,0,0,0,0,351,254,109,37,23,221,0.34,0.21,0.22,0.22,0.38,0.26,0.24,0.24,0.55,0.33,0.39,0.45,117,31.87,92.67,20.17,55,6.16,13,2.16,13.67,2.05,83.67,24.42,1,0,23,2.45,7.33,3.68,4,0,7.33,3.68,7,0.82,0.24,0.28,0.23,0.25,0.11,0,0.01,0.01,0.01,0,0,0,0,23,0.82,0,0.01,0.41,0.05,0,0.02,0.01,0,0,0,0.16
8id0y,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,9,9,8,6,9,0.5,0.1,0.2,0.2,0.44,0.11,0.22,0.22,0.44,0.11,0.22,0.22,3.33,0.94,3.33,0.94,3.33,0.94,3.33,0.94,3,0.82,3,0.82,0,0,1,0,1,0,0,0,0,0,0,0,0.4,0,0.3,0.3,0,0.1,0,0,0,0.1,0.1,0,0,3.33,0.94,0,0,0.2,0,0,0,0,0,0,0,0.2
8id0z,0,1.06,0.24,1.14,0.35,1,0,1,0,1.07,0.26,1.06,0.24,1.06,0.24,1.33,0.69,1.41,0.72,1.78,1.03,1.25,0.43,1.38,0.7,1.25,0.43,1.73,0.81,1.44,0.72,1.06,0.24,1.14,0.35,1,0,1,0,1.07,0.26,0,1,0,0,0,0,0,0,0,0,52,28,18,12,9,44,0.31,0.19,0.21,0.29,0.3,0.23,0.23,0.27,0.28,0.28,0.28,0.56,17.33,0.94,10,0.82,7.67,1.25,5.67,0.94,5,0,14.67,1.25,0,0,2,0.82,2,0,0,0,1,0,1.5,0.5,0.23,0.27,0.33,0.17,0.02,0.04,0.02,0,0,0.06,0.1,0.08,0.02,12.33,1.7,0,0.08,0.27,0,0,0,0,0,0,0,0.02
8id1a,0,1.8,0.75,1,0,1.5,0.5,2.5,0.5,0,0,1.8,0.75,1.8,0.75,1,0,1.5,0.76,1,0,1,0,2.5,0.5,0,0,1,0,1.8,0.75,1.8,0.75,1,0,1.5,0.5,2.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,9,9,3,6,2,1,0.11,0.33,0.56,0,1,0,0,0,0.33,0.67,0.33,0,4.5,1.5,4.5,1.5,2,1,4.5,1.5,1.5,0.5,0.5,0.5,0,0,4,1,0,0,1.5,0.5,2.5,0.5,0,0,0.11,0,0.33,0.56,0,0,0.78,0,0,0,0.11,0,0.11,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0.89
8id2f,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8id2s,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8id2w,0,1.22,0.42,1.5,0.5,1,0,1.33,0.47,1,0,1.22,0.42,1.22,0.42,1.1,0.3,1.22,0.42,1.5,0.5,1,0,1.33,0.47,1,0,1.1,0.3,1.22,0.42,1.22,0.42,1.5,0.5,1,0,1.33,0.47,1,0,0,1,0,0,0,0,0,0,0,0,11,10,9,10,1,5,0.27,0.09,0.36,0.27,0.2,0.2,0.4,0.4,0.22,0.11,0.33,0.33,3.67,1.25,3.33,0.94,3,1.41,3.33,0.94,1,0,2,1.41,0,0,1.67,0.47,2,0,0,0,2,0,1,0,0.36,0.18,0.09,0.36,0.18,0.09,0,0,0,0.09,0,0,0,3,1.41,0,0,1,0,0,0,0,0,0,0,0
8id2z,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.09,0.38,1.17,0.37,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,35,35,29,21,15,31,0.57,0.2,0.03,0.2,0.58,0.23,0.03,0.23,0.55,0.24,0.03,0.21,11.67,2.05,11.67,2.05,10.67,2.05,8.67,0.94,6.33,1.7,10.67,2.05,0,0,1,0,1,0,0,0,0,0,0,0,0.29,0.2,0.29,0.23,0,0,0.09,0,0,0.03,0.03,0.03,0.03,7.33,1.89,0,0,0,0.29,0,0,0,0.06,0,0,0.03
8id56,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8id57,0,1.2,0.98,1.15,0.82,1.14,0.67,1.19,0.75,1.36,1.52,1.24,1,1.25,1.01,1.16,0.46,1.38,0.74,1.48,0.87,1.3,0.62,1.35,0.69,1.36,0.69,2.14,2.83,2.92,2.88,1.77,1.92,1.65,1.95,1.72,1.87,1.81,1.74,1.96,2.08,0,0,1,0,0,0,0,0,0,0,583,458,149,89,42,135,0.35,0.18,0.23,0.24,0.56,0.3,0.34,0.36,0.55,0.4,0.42,0.46,194.33,27.39,161,19.87,78,7.48,42.33,3.4,24.67,0.47,64,10.61,0,0,32.67,3.3,8.67,1.7,5.33,0.47,7,2.16,11.67,0.94,0.22,0.27,0.25,0.27,0.04,0,0.02,0,0,0,0,0,0,23.67,0.47,0.01,0.19,0.24,0.02,0,0.03,0,0.01,0.01,0,0.09
8id5b,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1.5,0.5,1.5,0.5,2,0,1,0,0,0,0,0,1,0,1.5,0.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,1,3,0.67,0.33,0,0,0.67,0.33,0,0,0.5,0.5,0,0,1.5,0.5,1,0,1,0,1.5,0.5,1,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.67,0.33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8id5p,1,1,0.06,1,0,1.01,0.09,1,0,1.01,0.08,1.14,0.48,1.3,0.7,1.46,0.98,2.14,1.71,2.17,1.69,1.95,1.29,2.18,1.81,2.23,1.88,2.33,1.48,16.5,12.06,2.05,2,1.85,1.53,1.95,1.65,2.11,2.2,2.23,2.26,0,1,0,0,0,0,0,0,0,0,561,216,78,25,4,82,0.18,0.2,0.36,0.26,0.28,0.33,0.62,0.48,0.42,0.45,0.63,0.49,187,11.43,93.67,6.34,44,3.27,16.67,1.7,2.67,0.47,42.33,7.36,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0.26,0.26,0.22,0.17,0.01,0.08,0,0,0,0.02,0,0,23.67,0.47,0,0.96,0,0.03,0,0,0,0,0,0,0
8id6y,0,1.44,2.7,1.38,2.59,1.3,1.45,1.54,3.08,1.54,3.22,1.5,2.76,1.5,2.76,1.31,1.03,1.82,1.89,1.83,1.78,1.95,1.94,1.73,2.08,1.81,1.79,1.48,0.93,6.95,13.21,1.56,2.81,1.5,2.69,1.5,1.63,1.61,3.15,1.64,3.29,0,1,0,0,0,0,0,0,0,0,1153,740,192,242,38,505,0.31,0.19,0.23,0.27,0.4,0.23,0.27,0.32,0.56,0.32,0.46,0.52,384.33,31.59,261.33,36.57,108.33,9.67,135,8.04,22.33,4.78,203,10.23,1,0,119,20.46,33.33,2.62,15.67,4.64,32,14.17,38,9.27,0.24,0.24,0.28,0.25,0.12,0,0.01,0,0,0,0,0,0,24,0,0,0,0.76,0.06,0,0.01,0,0,0,0.02,0
8id6z,0,1.06,0.23,1,0,1.5,0.5,1,0,1,0,1.06,0.23,1.06,0.23,1.27,0.77,1.36,0.81,1.44,0.96,1.5,0.5,1,0,1,0,1.06,0.23,1.58,0.95,1.06,0.23,1,0,1.5,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,19,15,14,18,6,15,0.68,0.16,0.11,0.05,0.8,0.07,0.13,0,0.64,0.14,0.14,0.07,6.33,2.36,5,1.63,4.67,1.25,6,2.16,3.33,1.7,5,2.16,0,0,1.33,0.47,1,0,2,0,0,0,1,0,0.26,0.26,0.11,0.37,0.21,0.11,0.05,0,0,0.05,0,0,0.05,3.33,0.47,0,0.21,0.37,0,0,0,0,0,0,0,0.11
8id7o,0,1.18,0.58,1.17,0.57,1.27,0.62,1.13,0.45,1.2,0.65,1.19,0.59,1.19,0.59,1.05,0.25,1.15,0.42,1.11,0.38,1.08,0.27,1.18,0.39,1.2,0.54,1.58,1.35,2.27,1.59,1.24,0.63,1.26,0.67,1.17,0.55,1.18,0.49,1.29,0.7,0,0,1,0,0,0,0,0,0,0,125,108,61,42,12,47,0.39,0.11,0.21,0.29,0.49,0.19,0.28,0.38,0.51,0.21,0.3,0.38,41.67,4.11,37.67,4.19,28,4.32,17.67,3.86,6.67,1.7,21,0.82,0,0,12,0.82,4,0.82,1.33,0.47,2.67,1.25,4,0.82,0.18,0.34,0.26,0.21,0.14,0.01,0.08,0.02,0.01,0.06,0.02,0.01,0.01,17.67,1.89,0,0.58,0.15,0,0,0.01,0,0,0,0,0.05
8id7z,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8id89,0,1.25,0.43,0,0,2,0,1,0,1,0,1.25,0.43,1.25,0.43,1,0,1.25,0.43,0,0,2,0,1,0,1,0,1,0,1.25,0.43,1.25,0.43,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,2,1,0,0.4,0.4,0.2,0,0,1,1,0,0.25,0.5,0.25,5,0,5,0,4,0,5,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0.4,0.4,0,0.2,0,0.2,0,0,0.2,0,0,0,0.4,4,0,0,0.8,0,0,0,0,0,0,0.2,0,0
8id8z,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8id9y,0,1,0,1,0,1,0,1,0,1,0,1,0,1.07,0.25,1.03,0.18,1.07,0.25,1.08,0.27,1,0,1.13,0.33,1,0,1.41,0.49,2.07,1.06,2.07,1.06,2.8,1.17,1.67,0.94,2.25,0.43,1,0,0,1,0,0,0,0,0,0,0,0,31,21,26,5,1,1,0.45,0.16,0.29,0.1,1,1,1,1,0.5,0.15,0.31,0.12,10.33,0.47,9,0.82,8.67,2.05,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.19,0.23,0.29,0,0.06,0,0,0,0.03,0.03,0.03,0.03,7,1.41,0,0,0,0,0,0,0,0,0,0,1
8ida1,0,1.37,2.83,1.51,3.99,1.4,2.52,1.37,2.34,1.24,1.91,1.46,2.95,1.5,3,1.28,0.76,1.73,1.56,1.79,1.56,1.58,1.31,1.7,1.58,1.82,1.69,1.84,2.44,5.97,10.66,2.12,4.42,2.45,6.09,2.06,3.82,2.02,3.56,1.94,3.49,0,0,1,0,0,0,0,0,0,0,1953,1161,351,260,51,634,0.31,0.19,0.23,0.28,0.33,0.22,0.26,0.33,0.57,0.4,0.44,0.46,651,56.94,425.67,45.64,196.33,3.3,151.67,7.04,35.67,3.09,235.33,10.96,0,0,168,16.06,64,5.72,34,9.42,36,13.88,34,3.56,0.25,0.26,0.25,0.24,0.05,0,0.01,0,0,0,0,0,0,24,0,0,0.01,0.4,0.05,0.05,0.03,0,0,0,0.01,0
8idam,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.5,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0
8idbx,0,2.21,1.58,2.3,1.95,2.22,1.69,2.56,1.42,1.8,0.98,2.21,1.58,2.21,1.58,1.18,0.66,1.15,0.57,1.1,0.29,1.54,1.15,1,0,1.13,0.33,1.75,1.2,1.47,0.86,2.21,1.58,2.3,1.95,2.22,1.69,2.56,1.42,1.8,0.98,0,1,0,0,0,0,0,0,0,0,84,49,37,22,12,12,0.27,0.24,0.27,0.21,0.33,0.25,0.25,0.25,0.46,0.27,0.46,0.3,28,7.12,18,3.27,17,0.82,9,1.41,7.33,0.47,4.33,0.94,0,0,23.33,7.32,6.33,0.94,5.67,1.7,6.67,3.4,4.67,2.05,0.17,0.33,0.27,0.23,0.02,0.01,0.02,0,0.01,0.01,0.01,0.01,0.01,15.67,2.49,0,0.25,0.12,0.04,0,0.02,0.01,0,0,0,0.39
8idc4,0,1.22,0.42,1,0,0,0,1.33,0.47,1.5,0.5,1.22,0.42,1.22,0.42,1,0,1.1,0.3,1,0,0,0,1.33,0.47,1,0,1,0,1.22,0.42,1.22,0.42,1,0,0,0,1.33,0.47,1.5,0.5,1,0,0,0,0,0,0,0,0,0,11,9,2,7,1,0,0.36,0,0.36,0.27,0,0,0,0,0.5,0,1,1,3.67,2.05,3.67,2.05,1.67,0.47,3.33,1.7,1,0,0,0,0,0,3.67,2.05,1.33,0.47,0,0,2,1,1.5,0.5,0,0.09,0.27,0.64,0,0,0,0,0.64,0,0,0,0,3.33,1.7,0,0,0,0,0,0,0,0,0,0,1
8iddj,0,2.5,1.37,5,0,1.5,0.76,3.2,0.75,2.5,1.5,2.5,1.37,2.5,1.37,1.54,0.5,1.25,0.5,1.67,0.47,1,0,1.23,0.42,1.43,0.73,1.82,1.03,2.5,1.37,2.5,1.37,5,0,1.5,0.76,3.2,0.75,2.5,1.5,1,0,0,0,0,0,0,0,0,0,40,20,6,9,2,0,0.13,0.23,0.4,0.25,0,0,0,0,0.33,0.67,0.5,0.5,13.33,2.62,7.33,0.94,3.33,0.47,5,0.82,1.33,0.47,0,0,6,1.41,13.33,2.62,5,0,4.5,2.5,5.33,2.05,3.33,1.25,0.23,0.08,0.4,0.3,0,0,0,0,0.15,0,0,0,0,6.67,1.89,0,0,0,0,0,0,0,0.98,0,0,0.03
8iddv,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8iddw,0,1.67,0.67,2,0.71,1.5,0.5,1.5,0.5,1,0,1.67,0.67,1.67,0.67,1.07,0.26,1.25,0.43,1.14,0.35,1.5,0.5,1.5,0.5,1,0,1.25,0.43,1.5,0.67,1.67,0.67,2,0.71,1.5,0.5,1.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0,15,6,7,8,3,0,0.53,0.2,0.2,0.07,0,0,0,0,0.57,0.29,0.29,0.14,5,2.16,3.33,0.47,3,2.16,3.33,1.25,1.67,0.47,0,0,0,0,5,2.16,2.67,1.25,1.5,0.5,1.5,0.5,1,0,0.13,0.2,0.4,0.27,0,0,0,0,0.07,0,0,0,0,4,0.82,0,0,0,0,0,0,0,0,0,0,0.07
8ide1,0,1.43,0.49,1.67,0.47,1,0,0,0,1.33,0.47,1.43,0.49,1.43,0.49,1.11,0.31,1.11,0.31,1,0,1,0,0,0,1.33,0.47,1.11,0.31,1.43,0.49,1.43,0.49,1.67,0.47,1,0,0,0,1.33,0.47,1,0,0,0,0,0,0,0,0,0,10,7,4,8,5,0,0.5,0.1,0,0.4,0,0,0,0,0.75,0.25,0,0.5,3.33,2.05,2.67,1.25,1.67,0.94,3,1.63,2.33,1.25,0,0,1,0,3.33,2.05,1.67,0.47,1,0,0,0,2,1,0.7,0.1,0,0.2,0,0,0,0,0.1,0,0,0,0,3,1.63,0,0.2,0,0,0,0,0,0.1,0,0,0.1
8ide5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8idem,0,1.25,0.43,1,0,0,0,1.33,0.47,0,0,1.25,0.43,1.25,0.43,1,0,1.25,0.43,1,0,0,0,1.33,0.47,0,0,1,0,1.25,0.43,1.25,0.43,1,0,0,0,1.33,0.47,0,0,1,0,0,0,0,0,0,0,0,0,5,5,3,5,2,0,0.2,0,0.8,0,0,0,0,0,0.33,0,1,0,1.67,0.47,1.67,0.47,1.33,0.47,1.67,0.47,1,0,0,0,0,0,1.67,0.47,1,0,0,0,2,0,0,0,0.4,0,0.2,0.4,0,0,0,0,0.4,0,0,0,0,1.33,0.47,0,0.4,0,0,0,0,0,0,0,0,0.6
8idf6,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8idfl,0,1.2,0.4,1,0,1,0,0,0,2,0,1.2,0.4,1.2,0.4,1,0,1.2,0.4,1,0,1,0,0,0,2,0,1.2,0.4,1.2,0.4,1.2,0.4,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,6,3,5,3,0,0.33,0.33,0,0.33,0,0,0,0,0.67,0.67,0,0.33,3,1,3,1,2,1,2.5,1.5,2,1,0,0,0,0,3,1,2,0,2,0,0,0,2,0,0.33,0.67,0,0,0,0,0,0,0.17,0,0,0,0,2.5,1.5,0,0.17,0,0,0,0,0,0,0,0,0.33
8idg8,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8idgb,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8idh3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8idhm,1,17.72,12.15,34.67,6.6,13.86,9.37,7.5,4.72,15.5,5.71,17.72,12.15,17.72,12.15,1.33,0.67,3.23,3.56,4.84,5.14,3.03,2.95,1.73,0.9,2.58,1.82,2.06,2.18,5.21,5.97,17.72,12.15,34.67,6.6,13.86,9.37,7.5,4.72,15.5,5.71,0,1,0,0,0,0,0,0,0,0,443,151,14,76,12,1,0.47,0.22,0.1,0.21,0,1,0,0,0.64,0.71,0.57,0.71,147.67,4.64,75.67,11.09,11,0.82,41.33,2.49,9.67,0.47,0.33,0.47,9.33,5.31,147.33,4.78,69.33,9.57,32,12.57,15,3.56,31,5.89,0.23,0.3,0.24,0.23,0,0,0,0,0.05,0,0,0,0,23,0.82,0,0,0,0,0.07,0,0.02,0.17,0.01,0.01,0.46
8idhn,0,1.53,0.88,2,1,1,0,1.67,0.94,1.33,0.75,1.53,0.88,1.53,0.88,1.05,0.21,1.21,0.41,1.33,0.47,1,0,1.25,0.43,1.14,0.35,1.1,0.29,1.1,0.29,1.53,0.88,2,1,1,0,1.67,0.94,1.33,0.75,0,1,0,0,0,0,0,0,0,0,23,20,8,16,8,0,0.35,0.09,0.22,0.35,0,0,0,0,0.5,0.13,0.38,0.63,7.67,3.3,6.67,2.87,4.67,1.25,6.67,2.05,4,1.41,0,0,1,0,7.67,3.3,4,2,2,0,1.67,0.47,2.67,0.94,0.39,0.39,0.09,0.13,0,0,0,0,0.22,0,0,0,0,6,2.16,0,0,0.17,0,0.04,0,0,0.09,0.09,0.04,0.26
